grade confidence_levels
Wrong 0.08613793551921844,0.13568690419197083
Wrong 0.04705673083662987,0.13105842471122742,0.13753777742385864
Wrong 0.026823807507753372,0.06726500391960144,0.044744737446308136,0.07351051270961761,0.03783779218792915,0.057286880910396576
Wrong 0.03947041183710098,0.0878802165389061,0.12768663465976715
Wrong 0.04987197369337082,0.073524609208107,0.2268965095281601,0.16600105166435242
Wrong 0.008173598907887936,0.0012974552810192108,0.001362284878268838,0.002201259369030595,0.0031367300543934107,0.0014573258813470602,0.0027023018337786198,0.03137437254190445,0.011983813717961311,0.0007068827981129289
Correct 0.07245936244726181,0.06883902847766876,0.10275757312774658,0.1783168613910675
Wrong 0.02655026689171791,0.031063638627529144,0.01935759373009205,0.018690651282668114,0.036904022097587585,0.025925442576408386,0.014734095893800259
Correct 0.03233275189995766,0.029743874445557594,0.024897128343582153,0.1343197375535965,0.07725036144256592
Wrong 0.05007341504096985,0.03620949760079384,0.19987830519676208,0.13131150603294373
Wrong 0.06277554482221603,0.0087407436221838,0.01740366593003273,0.05278802290558815
Correct 0.09655649960041046,0.04560084268450737
Correct 0.17979548871517181,0.08813302218914032,0.18051166832447052
Wrong 0.026083195582032204,0.06977110356092453,0.031650274991989136,0.04548804461956024,0.06040852889418602,0.02095174603164196,0.009090635925531387
Wrong 0.01691196858882904,0.04061906784772873,0.23542863130569458,0.070743627846241,0.06986672431230545
Wrong 0.018811607733368874,0.01087686326354742,0.059364449232816696,0.06836932897567749,0.013870129361748695,0.011810261756181717
Wrong 0.07062149792909622,0.1352248191833496,0.18400409817695618
Wrong 0.07035171985626221,0.02230646461248398,0.020175840705633163,0.03955085948109627,0.09024465084075928,0.10632968693971634
Wrong 0.06325958669185638,0.11825422942638397
Correct 0.08641570806503296,0.059797048568725586,0.045035362243652344,0.07259737700223923,0.08934907615184784
Wrong 0.044650640338659286,0.09987509250640869,0.05075320228934288,0.04779210686683655
Wrong 0.06471464037895203,0.04327846318483353,0.13942663371562958,0.08687882870435715,0.057076092809438705
Correct 0.015676643699407578,0.006213011220097542,0.005960146896541119,0.013838950544595718,0.01302560418844223,0.14294220507144928,0.0038166616577655077,0.003973706159740686
Wrong 0.049869269132614136,0.06910646706819534,0.17061388492584229
Wrong 0.0229814313352108,0.008793246932327747,0.010858907364308834,0.016513898968696594,0.06707935780286789,0.04814666137099266,0.024827679619193077
Correct 0.1157727837562561,0.11699437350034714,0.05249430984258652,0.07261703908443451
