grade confidence_levels
Wrong 0.02554011344909668,0.11168492585420609,0.06352832168340683,0.1652572751045227
Wrong 0.02530151605606079,0.015186628326773643,0.048087023198604584,0.11614128947257996
Wrong 0.06888091564178467,0.02934371680021286,0.05653584748506546,0.08328701555728912
Wrong 0.03178483247756958,0.01775776594877243,0.03620348870754242,0.17882560193538666,0.023376621305942535,0.034531451761722565
Correct 0.18150651454925537,0.06150929629802704,0.1153472438454628
Wrong 0.02929682843387127,0.008221663534641266,0.007820439524948597,0.03676554933190346,0.042284704744815826,0.01287277415394783
Wrong 0.047741759568452835,0.009904861450195312,0.010936124250292778,0.03347119688987732
Correct 0.06693161278963089,0.026816530153155327,0.06620979309082031,0.06253323704004288
Wrong 0.02904702164232731,0.014779887162148952,0.017312677577137947,0.054498251527547836,0.043067339807748795,0.00739635294303298,0.0037880465388298035,0.03260098025202751
Wrong 0.05587641894817352,0.055140525102615356,0.12898531556129456,0.10461224615573883
Wrong 0.04982464015483856,0.045872703194618225,0.10846772789955139
Wrong 0.08223317563533783,0.14051178097724915,0.21701529622077942
Wrong 0.015011979267001152,0.1497373878955841,0.055927202105522156,0.039123065769672394,0.013696752488613129,0.025252588093280792
Wrong 0.10691361129283905,0.06614599376916885,0.08882784843444824,0.2545558512210846
Wrong 0.049551140516996384,0.11551035940647125,0.06613712012767792,0.15621232986450195
Wrong 0.03912964090704918,0.07353665679693222,0.021063653752207756,0.0686938613653183
Wrong 0.04552008956670761,0.031593069434165955,0.04814021289348602,0.11623559892177582,0.10219467431306839
Wrong 0.07971079647541046,0.035794176161289215,0.07393310219049454,0.10608372092247009,0.09669173508882523
Wrong 0.05252643674612045,0.09945014864206314,0.023994889110326767,0.1276460438966751,0.15966135263442993
Correct 0.053025856614112854,0.15831799805164337,0.14473068714141846
Wrong 0.06998133659362793,0.16792021691799164
Wrong 0.00831209309399128,0.004610166419297457,0.03042452037334442,0.013196039944887161,0.004662713967263699,0.005568135529756546,0.0027376681100577116,0.001592464279383421,0.00033972985693253577,0.008984774351119995,0.003462365362793207,0.0008980532293207943,0.0005547282053157687
Wrong 0.0358370877802372,0.011446953751146793,0.01576509140431881,0.05950205773115158,0.08700700104236603
Correct 0.025203105062246323,0.0393395721912384,0.0652129054069519,0.04039754718542099,0.015459759160876274,0.025278590619564056
Wrong 0.13566963374614716,0.14905264973640442
Correct 0.03435642644762993,0.1439489722251892,0.13058874011039734,0.0858883410692215,0.04343876987695694
Correct 0.072752945125103,0.03844160586595535,0.15155981481075287,0.1754329949617386
Correct 0.07968629896640778,0.11105088889598846,0.17746008932590485
Wrong 0.01075858436524868,0.007990208454430103,0.03609200194478035,0.007767443545162678,0.007768109906464815
Correct 0.11678782850503922,0.07329455763101578
Wrong 0.025698889046907425,0.0953054130077362,0.017911288887262344,0.03585420176386833,0.04906666278839111,0.05999921262264252
Correct 0.02718869224190712,0.35411733388900757,0.034520406275987625,0.04903353005647659
Wrong 0.06312106549739838,0.08764655143022537,0.04770951718091965,0.09710472822189331
Correct 0.022557813674211502,0.13850155472755432,0.02687111496925354,0.08901757746934891
Wrong 0.053650256246328354,0.08612800389528275,0.17820362746715546,0.05908694118261337
Wrong 0.009011073037981987,0.24910710752010345,0.3040943741798401
Correct 0.037300657480955124,0.00762574840337038,0.010290523059666157,0.02783769741654396,0.1941230744123459
Correct 0.009051581844687462,0.009269791655242443,0.006527518853545189,0.007385313976556063,0.01014556922018528,0.00487188994884491,0.01863021031022072,0.0042798747308552265,0.00024669565027579665,0.0002484506694599986,0.018814342096447945,0.010228153318166733
Correct 0.0166667178273201,0.007729439064860344,0.019493842497467995,0.33146828413009644,0.019112102687358856,0.0263917688280344
Wrong 0.08640778809785843,0.061684828251600266,0.10890428721904755
Wrong 0.059127457439899445,0.028549056500196457,0.14913398027420044,0.08058033883571625,0.07510001957416534
Wrong 0.10359223186969757,0.029502401128411293,0.03346343711018562
Wrong 0.0445428229868412,0.017403732985258102,0.016654225066304207,0.03432777523994446,0.058945879340171814,0.012205777689814568,0.01660597324371338
Wrong 0.05931732431054115,0.23754264414310455
Correct 0.029698364436626434,0.22662052512168884,0.09295160323381424,0.0755973607301712
Wrong 0.009768321178853512,0.014642642810940742,0.006559118628501892,0.035581592470407486,0.00636467756703496,0.004110595677047968,0.0033903736621141434,0.0023746276274323463,0.0010066773975268006
Wrong 0.0328512080013752,0.2009453922510147,0.09823445230722427,0.03538968414068222
Correct 0.04352938011288643,0.17549972236156464,0.07363418489694595,0.15848946571350098
Correct 0.02502123825252056,0.043504294008016586,0.021725689992308617,0.07554138451814651,0.022254055365920067,0.01764647662639618,0.017485205084085464
Correct 0.031839627772569656,0.2744002044200897,0.028944382444024086,0.08534779399633408
Correct 0.16111592948436737,0.12069505453109741
Wrong 0.02179272286593914,0.012810692191123962,0.032158780843019485,0.20542234182357788,0.010787995532155037,0.00527510279789567,0.03431563451886177
Wrong 0.06676506996154785,0.07022536545991898,0.07958491146564484,0.08956515043973923
Correct 0.11840876191854477,0.046606481075286865,0.04759138822555542,0.18240708112716675
Wrong 0.14148882031440735,0.09485437721014023,0.06466090679168701,0.14040489494800568
Wrong 0.05410032346844673,0.05031689256429672,0.09921662509441376,0.10211161524057388,0.0693969801068306
Correct 0.030917011201381683,0.13636919856071472,0.014476656913757324,0.13133782148361206,0.05364950746297836
Wrong 0.04152105376124382,0.14339901506900787,0.05355088785290718,0.08438575267791748,0.0613173171877861
Wrong 0.009677599184215069,0.10128888487815857,0.02627895027399063
Wrong 0.02456575073301792,0.014879819005727768,0.013670866377651691,0.028358498588204384,0.05367182195186615,0.027480661869049072,0.03418520838022232,0.018184849992394447,0.002510430756956339,0.002567657735198736
Wrong 0.1107698380947113,0.04130638390779495,0.02950461581349373,0.124365895986557,0.03804757446050644,0.06315895915031433
Wrong 0.023946860805153847,0.012605030089616776,0.1455269306898117,0.024142693728208542,0.013807130977511406,0.011788902804255486,0.0034618424251675606,0.002595766680315137,0.0014817389892414212
Wrong 0.05641022324562073,0.03207219019532204,0.015459812246263027,0.1409226953983307,0.08662521094083786,0.10410773009061813
Wrong 0.026554610580205917,0.03841555863618851,0.09805497527122498,0.0427120178937912,0.039048932492733
Wrong 0.032515108585357666,0.02522718906402588,0.01691681705415249,0.052200376987457275,0.019748127087950706,0.02265671268105507
Wrong 0.07213107496500015,0.00860948208719492,0.0038182702846825123,0.011435844004154205,0.16733460128307343,0.011111132800579071,0.004815643187612295
Wrong 0.044682614505290985,0.024844232946634293,0.01956060156226158,0.24950829148292542
Correct 0.07501214742660522,0.186939537525177,0.1130463033914566
Correct 0.07196708023548126,0.0585072860121727,0.13259796798229218,0.0728611871600151,0.0959271639585495
Wrong 0.056399792432785034,0.056641995906829834,0.0952577292919159
Wrong 0.018824473023414612,0.009744023904204369,0.021292855963110924,0.04631964862346649,0.011233474127948284,0.006530999206006527,0.0023976783268153667,0.002740011550486088,0.0007327550556510687,0.0005014754715375602
Correct 0.01886880025267601,0.08518823981285095,0.014349516481161118,0.0617850124835968
