grade confidence_levels
Correct 0.062454625964164734,0.056987214833498
Wrong 0.03804759681224823,0.05445212125778198,0.12213905155658722
Wrong 0.031226616352796555,0.016072586178779602,0.009224429726600647,0.007346014026552439,0.09549913555383682,0.07932915538549423
Correct 0.13182103633880615,0.06470268219709396,0.05764082446694374
Correct 0.04900815710425377,0.0769270732998848,0.07289867103099823,0.06903897225856781
Correct 0.013750116340816021,0.0017185267060995102,0.001432852353900671,0.0012314289342612028,0.007588808424770832,0.0026284900959581137,0.0012523469049483538,0.004142479505389929,0.0683799609541893,0.001327018951997161
Correct 0.040380608290433884,0.02597922459244728,0.05846115201711655,0.08698242157697678
Wrong 0.01414864044636488,0.003688456956297159,0.006796836853027344,0.0045336647890508175,0.00581322330981493,0.002841239795088768,0.006097210105508566
Wrong 0.007963854819536209,0.004231992177665234,0.004700418561697006,0.038177959620952606,0.2542053461074829
Correct 0.051238954067230225,0.015119100920855999,0.022736284881830215,0.15428726375102997
Correct 0.00457465834915638,0.0013763820752501488,0.001540448283776641,0.255149781703949
Wrong 0.051971711218357086,0.09420441091060638
Correct 0.02172444388270378,0.013285973109304905,0.5899564623832703
Correct 0.15701504051685333,0.030674263834953308,0.025344088673591614,0.11166611313819885,0.06373869627714157,0.02859322726726532,0.04003223404288292
Wrong 0.06826439499855042,0.01634671911597252,0.014674961566925049,0.02166684903204441,0.28295770287513733
Correct 0.07071180641651154,0.026952536776661873,0.051304034888744354,0.03319600969552994,0.037569962441921234,0.09029215574264526
Correct 0.05148124322295189,0.441110223531723,0.04633435979485512
Wrong 0.03917901962995529,0.037132419645786285,0.012981640174984932,0.0140761137008667,0.02561921998858452,0.05758312717080116
Correct 0.2943572998046875,0.057697147130966187
Wrong 0.05984949693083763,0.010602159425616264,0.012111770920455456,0.035013727843761444,0.03315504640340805
Correct 0.10859464108943939,0.09187708795070648,0.042433127760887146,0.07632887363433838
Wrong 0.028180278837680817,0.022252921015024185,0.013140099123120308,0.13230426609516144,0.08425521850585938
Correct 0.021321438252925873,0.004714999347925186,0.0027652429416775703,0.004558442626148462,0.015517528168857098,0.1896924376487732,0.0023307877127081156,0.0020313113927841187
Correct 0.14351995289325714,0.045290425419807434,0.07582928240299225
Correct 0.21675047278404236,0.071936696767807,0.03247082605957985,0.0268490482121706,0.03874647617340088,0.06615954637527466,0.021686671301722527
Wrong 0.09560754895210266,0.08610620349645615,0.028355224058032036,0.2594137191772461
Wrong 0.023047156631946564,0.019062217324972153,0.03487136960029602,0.005175214726477861,0.2367381453514099
Correct 0.033627063035964966,0.0049696024507284164,0.015101434662938118,0.41715168952941895,0.02355840615928173,0.016970369964838028
Correct 0.02047589421272278,0.004349782131612301,0.006192584987729788,0.05059034377336502,0.3740237057209015
Wrong 0.019299356266856194,0.012913747690618038,0.021367672830820084,0.014338202774524689,0.04292251169681549
Correct 0.03437734395265579,0.02477322518825531,0.022703997790813446,0.29808521270751953,0.0631762221455574
Wrong 0.05754181742668152,0.04394328221678734,0.017280830070376396,0.023485349491238594,0.028733203187584877,0.05460408702492714,0.010903464630246162,0.23189613223075867
Correct 0.10247457772493362,0.0707535594701767,0.04500459507107735
Correct 0.014427391812205315,0.014496320858597755,0.015182048082351685,0.006150546483695507,0.06060314178466797
Correct 0.013851325958967209,0.004444155376404524,0.0026625331956893206,0.09977281093597412,0.03243771567940712
Correct 0.5906057357788086,0.024992767721414566
Wrong 0.11022623628377914,0.047538645565509796,0.16012492775917053
Correct 0.022283371537923813,0.011246474459767342,0.020916592329740524,0.0072444649413228035,0.09004823863506317
Correct 0.03607039153575897,0.019319482147693634,0.02202366292476654,0.011813487857580185,0.047016315162181854,0.18742041289806366,0.027305377647280693
Wrong 0.04204424470663071,0.026880377903580666,0.02808896079659462,0.0379721075296402
Correct 0.008007475174963474,0.005673881154507399,0.0015721110394224524,0.011395527049899101,0.19058406352996826
Correct 0.08651474118232727,0.03288102522492409,0.019369307905435562,0.023395337164402008
Correct 0.02936362475156784,0.03736714646220207,0.07068256288766861,0.06695032864809036,0.1155586689710617,0.041546158492565155,0.01073688268661499
Correct 0.01665942370891571,0.008353956043720245,0.0030929245986044407,0.005801525432616472,0.6886295080184937
