grade confidence_levels
Correct 0.044911839067935944,0.01623297855257988,0.03349319100379944,0.03308669477701187
Correct 0.009855099022388458,0.02555699273943901,0.05149708688259125,0.010394807904958725
Correct 0.11747144907712936,0.12518584728240967,0.07242865115404129,0.04382379725575447
Correct 0.017333034425973892,0.15454024076461792,0.011821111664175987,0.04783029481768608,0.03516276180744171,0.02916230820119381
Correct 0.4980342388153076,0.012444786727428436,0.008211343549191952
Wrong 0.10646761953830719,0.01629059948027134,0.008378065191209316,0.019189508631825447,0.033533159643411636,0.03519650548696518
Correct 0.00916935782879591,0.0034176441840827465,0.0034139310009777546,0.0243934728205204
Correct 0.2536187469959259,0.03667595237493515,0.034389205276966095,0.09032721072435379
Correct 0.022550547495484352,0.014723753556609154,0.009961707517504692,0.0351552814245224,0.07296348363161087,0.02786102704703808,0.01179790310561657,0.04756920784711838
Wrong 0.04402125999331474,0.06029486283659935,0.03480979800224304,0.0778501033782959
Correct 0.02176278829574585,0.2409118413925171,0.02458769455552101
Correct 0.07407290488481522,0.23967504501342773,0.08414943516254425
Wrong 0.032065000385046005,0.06613403558731079,0.010555300861597061,0.03138319030404091,0.033743228763341904,0.11213028430938721
Correct 0.11594759672880173,0.029270485043525696,0.15733525156974792,0.042272910475730896
Wrong 0.13234008848667145,0.0374620258808136,0.02592075616121292,0.16901715099811554
Wrong 0.0725918859243393,0.0857335776090622,0.056325215846300125,0.01520640030503273
Correct 0.01974574662744999,0.008160222321748734,0.046202950179576874,0.012696772813796997,0.034648001194000244
Correct 0.04353826493024826,0.06784271448850632,0.009863205254077911,0.009132815524935722,0.03658614307641983
Correct 0.044656332582235336,0.02245122194290161,0.014474380761384964,0.06997738033533096,0.05571799352765083
Correct 0.018746264278888702,0.2701399028301239,0.00885770283639431
Correct 0.06414734572172165,0.05666303262114525
Wrong 0.01392047107219696,0.009619487449526787,0.011646628379821777,0.006424494553357363,0.023699674755334854,0.02824273891746998,0.004566373769193888,0.004692618735134602,0.002266222843900323,0.03659522905945778,0.008261870592832565,0.02444913238286972,0.009222198277711868
Wrong 0.021287769079208374,0.024087347090244293,0.006163874641060829,0.008430506102740765,0.03964918851852417
Wrong 0.047806426882743835,0.024017691612243652,0.02515968307852745,0.024897191673517227,0.03067919611930847,0.34660863876342773
Correct 0.2141781896352768,0.16032662987709045
Correct 0.014454133808612823,0.28014689683914185,0.05947866290807724,0.00904194638133049,0.014247619546949863
Wrong 0.05320187658071518,0.01189441978931427,0.016390925273299217,0.04928117245435715
Wrong 0.060495756566524506,0.16495411098003387,0.06162836402654648
Correct 0.026106122881174088,0.009017888456583023,0.010738969780504704,0.012501763179898262,0.02716311439871788
Wrong 0.05926547199487686,0.12058945745229721
Correct 0.02488049305975437,0.01814119704067707,0.0074147870764136314,0.012600265443325043,0.056954704225063324,0.1570616066455841
Correct 0.011904405429959297,0.36832448840141296,0.011987859383225441,0.02234809845685959
Wrong 0.05475298687815666,0.021651577204465866,0.04381363093852997,0.029880128800868988
Wrong 0.031384363770484924,0.0438929982483387,0.009877348318696022,0.04559463635087013
Correct 0.03563377261161804,0.023421790450811386,0.031178385019302368,0.15629667043685913
Wrong 0.05928860604763031,0.22594177722930908,0.22426265478134155
Correct 0.011430195532739162,0.003140705171972513,0.0012567653320729733,0.0013159695081412792,0.4237614870071411
Correct 0.01133730635046959,0.005446393974125385,0.007689879275858402,0.003558437805622816,0.010380593128502369,0.0042083486914634705,0.016868799924850464,0.032435160130262375,0.009594511240720749,0.004953812342137098,0.07105773687362671,0.036004651337862015
Correct 0.01056748628616333,0.004096349235624075,0.00724264420568943,0.42917925119400024,0.015941718593239784,0.009868777357041836
Correct 0.04094095528125763,0.07208875566720963,0.034391701221466064
Wrong 0.05872650071978569,0.03140082582831383,0.027054687961935997,0.017088904976844788,0.06706636399030685
Correct 0.06546196341514587,0.05824480205774307,0.11082242429256439
Correct 0.02272890694439411,0.009629005566239357,0.0042016226798295975,0.004218046087771654,0.007746314629912376,0.12257122993469238,0.014674138277769089
Wrong 0.05369452387094498,0.1264561116695404
Correct 0.015121996402740479,0.25801950693130493,0.0065886955708265305,0.01924239471554756
Wrong 0.04020906984806061,0.04149297997355461,0.016906481236219406,0.016235005110502243,0.023587830364704132,0.03007659688591957,0.011786533519625664,0.013053473085165024,0.003979602828621864
Correct 0.02814265340566635,0.050413355231285095,0.11299365013837814,0.011565465480089188
Correct 0.029981616884469986,0.12316031754016876,0.019958367571234703,0.03007613867521286
Correct 0.02203419618308544,0.00942305289208889,0.010457700118422508,0.039180707186460495,0.014192450791597366,0.015153633430600166,0.01909622922539711
Correct 0.015588602051138878,0.4536769688129425,0.010989025235176086,0.020950566977262497
Correct 0.21850261092185974,0.15648308396339417
Correct 0.016778897494077682,0.018096204847097397,0.2970550060272217,0.022075239568948746,0.00928746722638607,0.00703621469438076,0.030041957274079323
Correct 0.020123440772294998,0.08237040787935257,0.009144953452050686,0.021527668461203575
Wrong 0.05904604494571686,0.1768740564584732,0.016893351450562477,0.13686132431030273
Correct 0.029034391045570374,0.12527091801166534,0.010949310846626759,0.040549617260694504
Correct 0.13179652392864227,0.05199495330452919,0.017247553914785385,0.01844649203121662,0.05187303572893143
Correct 0.01490885391831398,0.37373125553131104,0.00545401219278574,0.011241128668189049,0.04276815056800842
Wrong 0.022722968831658363,0.12574580311775208,0.05369456484913826,0.030888838693499565,0.05599471181631088
Wrong 0.023294907063245773,0.0526852011680603,0.0656326562166214
Correct 0.012302132323384285,0.004016474820673466,0.004654821939766407,0.0035220906138420105,0.006362061016261578,0.008065542206168175,0.01996280439198017,0.003627420635893941,0.0011279566679149866,0.0038568545132875443
Correct 0.06852531433105469,0.01821998506784439,0.007713425438851118,0.04463741183280945,0.021389205008745193,0.04717427119612694
Wrong 0.006309005431830883,0.01674053817987442,0.1751331388950348,0.005192586220800877,0.0099371038377285,0.011919856071472168,0.005666243843734264,0.009255364537239075,0.0022156257182359695
Correct 0.48453488945961,0.009858690202236176,0.006429919973015785,0.005517016630619764,0.010443085804581642,0.03353274241089821
Correct 0.032688770443201065,0.019380783662199974,0.020626401528716087,0.021160786971449852,0.25602293014526367
Wrong 0.08820886164903641,0.06675087660551071,0.018394935876131058,0.04908019304275513,0.040740493685007095,0.08783252537250519
Wrong 0.06981505453586578,0.02296191081404686,0.008314043283462524,0.010626280680298805,0.08071314543485641,0.022962700575590134,0.01523700263351202
Correct 0.019806046038866043,0.04182899370789528,0.03371243551373482,0.023364929482340813
Correct 0.06624914705753326,0.1547754406929016,0.09772520512342453
Correct 0.03909231349825859,0.05293724313378334,0.1721356064081192,0.019778870046138763,0.07115691155195236
Wrong 0.11163944005966187,0.02378774806857109,0.03285689651966095
Correct 0.02045571058988571,0.0023828877601772547,0.0015491362428292632,0.0012699187500402331,0.0018165787914767861,0.009678143076598644,0.035110749304294586,0.0013203599955886602,0.0002934448712039739,0.0021445404272526503
Correct 0.032059282064437866,0.2706085443496704,0.009047698229551315,0.00663562398403883
Wrong 0.12431033700704575,0.08874145150184631,0.030389558523893356,0.06752068549394608
Correct 0.011718072928488255,0.010442434810101986,0.0019481999333947897,0.0020978273823857307,0.007596292067319155,0.23942498862743378
Correct 0.06517765671014786,0.09189687669277191,0.029360206797719002,0.05848294869065285
Wrong 0.04746093228459358,0.12563958764076233,0.02826627902686596,0.06038060784339905
Wrong 0.01346941664814949,0.01672414317727089,0.0129622220993042,0.010664934292435646,0.02114088088274002,0.08411052078008652,0.031989771872758865,0.01917574182152748,0.011564373970031738
Correct 0.015469001606106758,0.0020272862166166306,0.0009402785217389464,0.004691503010690212,0.005475339945405722,0.25708895921707153
Correct 0.0634751096367836,0.025662602856755257,0.009826326742768288,0.20804327726364136,0.1471196711063385
Correct 0.2559971511363983,0.03221265599131584,0.019561849534511566,0.013491643592715263,0.04954184591770172
Wrong 0.03855960816144943,0.026253819465637207,0.0371599942445755,0.032190755009651184
Wrong 0.0632399320602417,0.029643546789884567,0.040878165513277054,0.015459752641618252,0.10625284910202026,0.07131721824407578
Wrong 0.012976335361599922,0.007833392359316349,0.00530351884663105,0.0413823127746582,0.006985188461840153,0.010213792324066162,0.009843554347753525
Wrong 0.056472230702638626,0.01655004918575287,0.031023917719721794,0.03276237100362778,0.08162003755569458,0.0363030843436718,0.017553698271512985
Wrong 0.041671838611364365,0.1716218888759613
Wrong 0.058057550340890884,0.023430772125720978,0.010735458694398403,0.012153430841863155,0.024340175092220306,0.03316377103328705
Correct 0.1338120549917221,0.01737874746322632,0.017814524471759796,0.10133099555969238
Wrong 0.030849462375044823,0.3514019846916199,0.007273910567164421,0.011660253629088402
Wrong 0.01766401156783104,0.009075291454792023,0.10759831219911575,0.008744345977902412,0.08213919401168823,0.007632498163729906,0.0033402657136321068,0.10320441424846649
Correct 0.021734315901994705,0.011044883169233799,0.006762687116861343,0.045721184462308884,0.014964241534471512,0.01954096369445324
Correct 0.022990860044956207,0.012623654678463936,0.008140095509588718,0.006314925849437714,0.05036400631070137
