grade confidence_levels
Wrong 0.03241753205657005,0.04674622416496277,0.045149754732847214,0.04997043311595917
Wrong 0.025304438546299934,0.15934109687805176,0.1341293752193451,0.0328640379011631
Correct 0.10921920835971832,0.35408759117126465,0.05643458664417267,0.03375914692878723
Correct 0.003817806951701641,0.0753653347492218,0.006298269610852003,0.022524362429976463,0.014857099391520023,0.008781732060015202
Correct 0.6360076665878296,0.033465005457401276,0.007899262011051178
Wrong 0.06403905153274536,0.010925941169261932,0.004494175780564547,0.015178002417087555,0.033972300589084625,0.019326286390423775
Correct 0.03707517683506012,0.015512922778725624,0.010040199384093285,0.0465867817401886
Correct 0.29995402693748474,0.06556124240159988,0.018305925652384758,0.1252039223909378
Correct 0.024801800027489662,0.0234666857868433,0.014310724101960659,0.02381248027086258,0.1536385715007782,0.022886481136083603,0.01438664086163044,0.07976385951042175
Correct 0.08000853657722473,0.1508411318063736,0.05740033835172653,0.09617440402507782
Correct 0.028877858072519302,0.4034297466278076,0.051861803978681564
Correct 0.061405248939991,0.2700011134147644,0.08945530652999878
Wrong 0.033157724887132645,0.10317027568817139,0.014410361647605896,0.04064277559518814,0.043281204998493195,0.07504384219646454
Correct 0.17338073253631592,0.037736110389232635,0.28304940462112427,0.0763368159532547
Wrong 0.13766710460186005,0.1472635716199875,0.039792388677597046,0.10975669324398041
Wrong 0.033461060374975204,0.4126262068748474,0.027676714584231377,0.01753685064613819
Wrong 0.04001239687204361,0.0325932539999485,0.06062649190425873,0.02358643338084221,0.13095785677433014
Correct 0.05911904573440552,0.13390988111495972,0.015147979371249676,0.00990125723183155,0.03960709646344185
Wrong 0.0598783940076828,0.048382144421339035,0.054619453847408295,0.05499942973256111,0.1388445943593979
Correct 0.04006228968501091,0.3731709122657776,0.030996274203062057
Correct 0.2110346108675003,0.182087242603302
Wrong 0.028277404606342316,0.02506927400827408,0.05276072397828102,0.00910363718867302,0.029357746243476868,0.03867765888571739,0.008071530610322952,0.010641845874488354,0.00627874257043004,0.1053430438041687,0.013646731153130531,0.03908403962850571,0.010216884315013885
Correct 0.027629274874925613,0.14413967728614807,0.011424022726714611,0.01727602630853653,0.06075269728899002
Wrong 0.024237781763076782,0.02527450956404209,0.0720096156001091,0.022170910611748695,0.03557708486914635,0.2943679690361023
Wrong 0.27890950441360474,0.30257415771484375
Correct 0.015599699690937996,0.5569309592247009,0.07310802489519119,0.011141514405608177,0.028666721656918526
Wrong 0.08030731230974197,0.027938377112150192,0.03902863711118698,0.06088946759700775
Wrong 0.012273496948182583,0.0880347415804863,0.01856919564306736
Correct 0.06819464266300201,0.029551275074481964,0.04580672085285187,0.0352674275636673,0.07073302567005157
Wrong 0.09364509582519531,0.19412484765052795
Correct 0.05114104971289635,0.06017468869686127,0.01570460945367813,0.01615971326828003,0.10910773277282715,0.1546548455953598
Correct 0.012160531245172024,0.6273326277732849,0.009894316084682941,0.018859872594475746
Correct 0.0769001692533493,0.054374828934669495,0.10840558260679245,0.042589928954839706
Wrong 0.04411885142326355,0.043562524020671844,0.015131817199289799,0.11591523885726929
Correct 0.0324753038585186,0.04839848354458809,0.07685931026935577,0.122744619846344
Wrong 0.09734408557415009,0.17879840731620789,0.4165741205215454
Correct 0.025173846632242203,0.009366251528263092,0.004782058298587799,0.0029470406007021666,0.42961716651916504
Correct 0.018354877829551697,0.01416725106537342,0.009485118091106415,0.004615398123860359,0.02359423227608204,0.0062532550655305386,0.018103227019309998,0.03251057118177414,0.017288535833358765,0.014551348052918911,0.18698853254318237,0.051650092005729675
Correct 0.009274428710341454,0.003877018578350544,0.006991399452090263,0.3207018971443176,0.01601562276482582,0.010158007964491844
Correct 0.06252779066562653,0.09759879112243652,0.05042632296681404
Wrong 0.09910859167575836,0.09572713822126389,0.1868669092655182,0.02213643491268158,0.04666939750313759
Wrong 0.11370399594306946,0.0981498509645462,0.09188172221183777
Correct 0.03926289081573486,0.02131170779466629,0.007745714858174324,0.006006759591400623,0.010688110254704952,0.061327748000621796,0.029465891420841217
Wrong 0.1032748818397522,0.33284175395965576
Correct 0.01825869455933571,0.36827024817466736,0.007608604617416859,0.008745145983994007
Wrong 0.022633766755461693,0.03538602218031883,0.01924799382686615,0.03182537108659744,0.05574047192931175,0.05276329442858696,0.030152905732393265,0.03693191707134247,0.013232000172138214
Correct 0.029331345111131668,0.13798226416110992,0.1658051311969757,0.015544998459517956
Correct 0.03941512107849121,0.3396218419075012,0.03333242982625961,0.028317824006080627
Wrong 0.04743611067533493,0.02513987012207508,0.01789902336895466,0.03537239134311676,0.018646523356437683,0.020047171041369438,0.028730154037475586
Correct 0.02497151494026184,0.6209757328033447,0.037486396729946136,0.04922841489315033
Correct 0.4379510283470154,0.15865573287010193
Correct 0.008398976176977158,0.016393054276704788,0.42311686277389526,0.010833815671503544,0.006020328961312771,0.003868850413709879,0.06078546494245529
Correct 0.026082463562488556,0.08728787302970886,0.014832351356744766,0.024674244225025177
Correct 0.0824071541428566,0.1408148556947708,0.024038445204496384,0.2649015188217163
Correct 0.033356212079524994,0.3185718059539795,0.00910316314548254,0.02068854495882988
Correct 0.24722087383270264,0.06957477331161499,0.02013256400823593,0.011903100647032261,0.05301610752940178
Correct 0.016857165843248367,0.6218567490577698,0.007441464811563492,0.011873416602611542,0.04383532330393791
Correct 0.018114890903234482,0.08913158625364304,0.15855105221271515,0.01232632715255022,0.06564710289239883
Wrong 0.031618084758520126,0.08332307636737823,0.051756031811237335
Correct 0.022278152406215668,0.0077853016555309296,0.006513106636703014,0.004400664009153843,0.011942947283387184,0.010295999236404896,0.07106329500675201,0.012038540095090866,0.004023181740194559,0.012033828534185886
Correct 0.10030364990234375,0.05473252013325691,0.016965318471193314,0.0852733924984932,0.043100032955408096,0.06532923877239227
Wrong 0.008073238655924797,0.0383511520922184,0.22866623103618622,0.00571403605863452,0.009478922933340073,0.01007127109915018,0.006541434675455093,0.013006738387048244,0.0022413034457713366
Correct 0.40664181113243103,0.01630924642086029,0.01028281170874834,0.0028173404280096292,0.009704478085041046,0.017918027937412262
Correct 0.0417432002723217,0.05009603500366211,0.051053330302238464,0.026023253798484802,0.2611478567123413
Wrong 0.13917502760887146,0.11646442860364914,0.02283327654004097,0.07260562479496002,0.0647437646985054,0.10386121273040771
Wrong 0.23920217156410217,0.028959212824702263,0.008965582586824894,0.009167719632387161,0.09215850383043289,0.014979688450694084,0.009782156907022
Correct 0.02466347999870777,0.06177628040313721,0.0512203723192215,0.040604494512081146
Correct 0.06540472060441971,0.3007117211818695,0.047849200665950775
Correct 0.06948912143707275,0.06781837344169617,0.25736910104751587,0.0358281284570694,0.10370426625013351
Wrong 0.3281541168689728,0.03894149512052536,0.028899075463414192
Correct 0.02899758517742157,0.004466528072953224,0.005783522501587868,0.006459375843405724,0.008210623636841774,0.008334525860846043,0.13561517000198364,0.006309133023023605,0.002039969200268388,0.0031341174617409706
Correct 0.043453507125377655,0.6484243869781494,0.009503987617790699,0.0076911840587854385
Correct 0.056164778769016266,0.4392363131046295,0.03592146188020706,0.020345129072666168
Correct 0.021159391850233078,0.028759390115737915,0.0031447228975594044,0.0030361157841980457,0.013774242252111435,0.25727713108062744
Correct 0.0746806263923645,0.16159939765930176,0.05087536573410034,0.07153410464525223
Wrong 0.029949888586997986,0.2828781306743622,0.04671666771173477,0.0565861351788044
Wrong 0.03207477927207947,0.03873321786522865,0.02962115965783596,0.013621099293231964,0.03321428969502449,0.15185150504112244,0.11443743109703064,0.03243185952305794,0.016320813447237015
Correct 0.027076950296759605,0.003959746565669775,0.0015207641990855336,0.004977806471288204,0.01190614141523838,0.31835904717445374
Correct 0.02499198541045189,0.016585616394877434,0.005419766530394554,0.2894458770751953,0.04308224841952324
Correct 0.4160524606704712,0.0708470493555069,0.031538501381874084,0.012664180248975754,0.032167162746191025
Correct 0.02999102883040905,0.03690648451447487,0.04628363251686096,0.02884826250374317
Correct 0.11068707704544067,0.051190897822380066,0.1775674819946289,0.019602641463279724,0.11473558843135834,0.07060050964355469
Wrong 0.015635937452316284,0.030870256945490837,0.009972330182790756,0.11593066155910492,0.005916917696595192,0.004046173766255379,0.0018590146210044622
Correct 0.19629864394664764,0.03010530397295952,0.041820406913757324,0.03394957631826401,0.11628413200378418,0.0608820766210556,0.017311343923211098
Wrong 0.11880037188529968,0.27500617504119873
