grade confidence_levels
Wrong 0.0009236853220500052,0.0013231371995061636,0.0023219932336360216,0.0015228884294629097
Correct 0.000894311408046633,0.0009013474336825311,0.0027118562720716,0.00217911577783525
Wrong 0.0007387516088783741,0.0007504023378714919,0.0017445896519348025,0.0012468723580241203
Wrong 0.0050309388898313046,0.0054824319668114185,0.010988492518663406,0.00992732122540474,0.006021261680871248,0.001970128621906042
Wrong 0.00022923645155970007,0.0003809723420999944,0.0010849800892174244
Wrong 0.0006802923744544387,0.00045319387572817504,0.0010053409496322274,0.0013741896254941821,0.0009975717402994633,0.0006242336239665747
Wrong 0.00103471998590976,8.299460023408756e-05,0.00024004807346500456,0.00038363769999705255
Wrong 0.0012720153899863362,0.0011313976719975471,0.0020325402729213238,0.0014640531735494733
Wrong 0.0012442113365978003,0.000991995562799275,0.002083613071590662,0.0027175843715667725,0.0024360688403248787,0.0008418567012995481,0.0015976147260516882,0.002633974887430668
Wrong 0.0022263142745941877,0.0021244005765765905,0.004497144836932421,0.0027277213521301746
Wrong 0.0022569671273231506,0.0018711229786276817,0.0041833375580608845
Wrong 0.0009783761342987418,0.0009483309695497155,0.0019304422894492745
Wrong 0.0007047337130643427,0.000823931593913585,0.0015272300224751234,0.0011000444646924734,0.0009557626326568425,0.0006724335253238678
Correct 0.001071538426913321,0.0010549490107223392,0.0015468114288523793,0.0014876514906063676
Wrong 0.0019350623479112983,0.002973824506625533,0.005426781252026558,0.004326785448938608
Wrong 0.0012937444262206554,0.0014546329621225595,0.00320188095793128,0.0022529233247041702
Wrong 0.0016765778418630362,0.0017163663869723678,0.0028296776581555605,0.0033603908959776163,0.0021029096096754074
Wrong 0.0009282006067223847,0.0006844335584901273,0.0013191791949793696,0.0010767198400571942,0.0009282199898734689
Correct 0.0008610861259512603,0.0010386919602751732,0.001685839961282909,0.002002064837142825,0.001634049229323864
Wrong 0.0015573471318930387,0.0019534050952643156,0.003945611417293549
Wrong 0.0008985343738459051,0.0021726840641349554
Wrong 0.00035983105772174895,0.00040456774877384305,0.0019757323898375034,0.0010826446814462543,0.0006618202314712107,0.00041091188904829323,0.00048042251728475094,0.0007044834783300757,0.00020825980755034834,0.0001699860586086288,0.000286879570921883,0.0002758870250545442,0.0004879816551692784
Wrong 0.0017801617505028844,0.0009092490072362125,0.002610346768051386,0.0020014909096062183,0.0017941502155736089
Wrong 0.00044263986637815833,0.0004749111249111593,0.0010954646859318018,0.001130312797613442,0.0010453953873366117,0.000542298483196646
Wrong 0.000989738036878407,0.00180636637378484
Wrong 0.0011965077137574553,0.0012059122091159225,0.0021328383591026068,0.001700551831163466,0.001454571378417313
