grade confidence_levels
Wrong 0.05197236314415932,0.11263450980186462
Wrong 0.03500991687178612,0.020104464143514633,0.06389202177524567
Wrong 0.018408121541142464,0.009041760116815567,0.03131326287984848,0.014224689453840256,0.02595963142812252,0.01125266682356596
Wrong 0.021054483950138092,0.04154592007398605,0.051302470266819
Wrong 0.015631891787052155,0.0026534900534898043,0.08787161856889725,0.023283621296286583
Correct 0.008507280610501766,0.0011786394752562046,0.0012352037010714412,0.0007148817530833185,0.0028054071590304375,0.0005189506337046623,0.001254660077393055,0.006522758863866329,0.12898240983486176,0.020091619342565536
Correct 0.020005065947771072,0.02129524201154709,0.021971240639686584,0.08227334916591644
Wrong 0.018398897722363472,0.005271357949823141,0.00954519771039486,0.009771561250090599,0.014554722234606743,0.011159499175846577,0.013252326287329197
Wrong 0.003982421942055225,0.0018519974546507,0.0019257724052295089,0.012557605281472206,0.12584088742733002
Correct 0.015984974801540375,0.0010877915192395449,0.04518260434269905,0.062241677194833755
Correct 0.0035327894147485495,0.0005375554319471121,0.0014612246304750443,0.09623333066701889
Wrong 0.06067309528589249,0.0862336978316307
Correct 0.005139344371855259,0.001655517378821969,0.14786572754383087
Correct 0.032063353806734085,0.012654655613005161,0.02942296676337719,0.019145887345075607,0.018702412024140358,0.0025114051532000303,0.01099462527781725
Wrong 0.028846701607108116,0.0024815143551677465,0.0039345878176391125,0.01061208825558424,0.035068757832050323
Correct 0.012197354808449745,0.0027644557412713766,0.007813913747668266,0.0055843535810709,0.010033284313976765,0.08078937232494354
Correct 0.007866024039685726,0.02724137343466282,0.01857702247798443
Wrong 0.010346944443881512,0.0029876965563744307,0.006130356341600418,0.004485065117478371,0.013923361897468567,0.00878136046230793
Correct 0.06114119291305542,0.06066523492336273
Correct 0.011620455421507359,0.0030551496893167496,0.0017960311379283667,0.005663354881107807,0.1393721103668213
Wrong 0.013886833563446999,0.012843198142945766,0.01048232614994049,0.018397051841020584
Wrong 0.006965348497033119,0.08288952708244324,0.0037869904190301895,0.02488795295357704,0.019534818828105927
Correct 0.010433039627969265,0.0016507466789335012,0.001637900248169899,0.002742968499660492,0.013188621960580349,0.08335468173027039,0.0027645002119243145,0.016413474455475807
Wrong 0.026621686294674873,0.025601757690310478,0.05294353887438774
Correct 0.013652687892317772,0.0016433678101748228,0.002335697179660201,0.0025652621407061815,0.004035728983581066,0.004432382993400097,0.006202042568475008
Wrong 0.10034584254026413,0.032577455043792725,0.01799098215997219,0.04890458285808563
Wrong 0.01080472581088543,0.00874993298202753,0.04957176744937897,0.006060904823243618,0.05661282315850258
Wrong 0.015379207208752632,0.007916528731584549,0.04964471608400345,0.014790032990276814,0.03131058067083359,0.016117358580231667
Correct 0.001542511279694736,0.00035789236426353455,0.00031831636442802846,0.0011197435669600964,0.11332879960536957
Wrong 0.008640670217573643,0.016655297949910164,0.010669787414371967,0.007745439652353525,0.019778715446591377
Wrong 0.019783955067396164,0.025205371901392937,0.018297143280506134,0.03339171037077904,0.03934518247842789
Correct 0.005336585454642773,0.026063144207000732,0.0036392337642610073,0.006000077817589045,0.004859024193137884,0.0033395602367818356,0.0026625385507941246,0.013003401458263397
Correct 0.06513805687427521,0.04044491425156593,0.04691707342863083
Correct 0.008301371708512306,0.0024538852740079165,0.012757353484630585,0.0054441713728010654,0.1210392415523529
Correct 0.0016927705146372318,0.0002535817911848426,0.0003604120574891567,0.11412601172924042,0.03426692634820938
Correct 0.12325800955295563,0.11399487406015396
