grade confidence_levels
Wrong 0.11587288975715637,0.18351539969444275
Wrong 0.08046257495880127,0.1757686585187912,0.12100294232368469
Wrong 0.06438761204481125,0.08430397510528564,0.020094241946935654,0.01409083791077137,0.1616961807012558,0.10618636757135391
Wrong 0.1237933486700058,0.19505181908607483,0.10138514637947083
Correct 0.05238976702094078,0.31938621401786804,0.17578506469726562,0.03407023847103119
Correct 0.015198063105344772,0.0025542385410517454,0.0018166681984439492,0.0014090801123529673,0.012932192534208298,0.004110907670110464,0.0012232189765200019,0.0068320478312671185,0.1768237054347992,0.001391571364365518
Correct 0.05685572326183319,0.059889331459999084,0.06883494555950165,0.13056346774101257
Wrong 0.02252371795475483,0.010906526818871498,0.006557145155966282,0.010963055305182934,0.01054304651916027,0.009328935295343399,0.01388166006654501
Wrong 0.012903563678264618,0.007972746156156063,0.005281427409499884,0.0872236043214798,0.37805142998695374
Wrong 0.16515380144119263,0.038619764149188995,0.02978483960032463,0.06861907243728638
Correct 0.012130176648497581,0.0037187463603913784,0.0032765078358352184,0.5297836065292358
Wrong 0.18175052106380463,0.2870332598686218
Correct 0.01776433363556862,0.015357840806245804,0.6918781399726868
Correct 0.1928151696920395,0.02584337629377842,0.04362275451421738,0.06879851222038269,0.10530909895896912,0.023072179406881332,0.03539140895009041
Wrong 0.13824790716171265,0.039043109863996506,0.018769631162285805,0.01949985697865486,0.35978370904922485
Wrong 0.16450051963329315,0.05204310268163681,0.0607248917222023,0.0567382350564003,0.07221837341785431,0.0908420979976654
Correct 0.03963413089513779,0.48253926634788513,0.028509322553873062
Correct 0.06398843228816986,0.11611627042293549,0.0286686010658741,0.02069077268242836,0.06316028535366058,0.08204063773155212
Correct 0.45599621534347534,0.12603861093521118
Correct 0.1415630429983139,0.040306173264980316,0.036173198372125626,0.04124981164932251,0.22435937821865082
Correct 0.2034319043159485,0.12131783366203308,0.09799087047576904,0.11551158130168915
Wrong 0.03715549781918526,0.09175706654787064,0.036274801939725876,0.07206588238477707,0.14681631326675415
Correct 0.059559017419815063,0.012708986178040504,0.004932680167257786,0.007156934589147568,0.03335371986031532,0.3467007577419281,0.005041413474828005,0.0038548195734620094
Correct 0.22148482501506805,0.0695510134100914,0.06310706585645676
Correct 0.17848597466945648,0.15346013009548187,0.018678797408938408,0.022273439913988113,0.027788633480668068,0.032864607870578766,0.013944171369075775
Correct 0.07334578782320023,0.16062170267105103,0.03211945295333862,0.13435658812522888
Wrong 0.025187674909830093,0.03745945170521736,0.1482396423816681,0.015365773811936378,0.09024892747402191
Correct 0.04134242609143257,0.0101523008197546,0.12202019989490509,0.35996657609939575,0.04088691622018814,0.02236984670162201
Correct 0.04296217858791351,0.011330362409353256,0.01948218233883381,0.10686099529266357,0.3434731364250183
Wrong 0.030090171843767166,0.053761981427669525,0.06037769094109535,0.04123299568891525,0.06238357722759247
Correct 0.05192379280924797,0.06217243894934654,0.06847035884857178,0.30048269033432007,0.10919611901044846
Correct 0.009424417279660702,0.029417220503091812,0.0034186122938990593,0.0013445308431982994,0.008303744718432426,0.003183386754244566,0.0018751438474282622,0.01710805855691433
Correct 0.17412999272346497,0.09367910027503967,0.11154836416244507
Correct 0.029016120359301567,0.03518728166818619,0.017714958637952805,0.008654416538774967,0.2405010461807251
Correct 0.022684669122099876,0.02124158665537834,0.004539565183222294,0.23742400109767914,0.07409131526947021
Correct 0.5914484262466431,0.07401435822248459
Wrong 0.1491517424583435,0.08810016512870789,0.18297438323497772
Correct 0.029446780681610107,0.02126508578658104,0.042706795036792755,0.014180302619934082,0.2735341191291809
Correct 0.057925183326005936,0.02866053767502308,0.015174958854913712,0.0078382333740592,0.08504088222980499,0.20491522550582886,0.027674250304698944
Wrong 0.08203700184822083,0.06587083637714386,0.05380353331565857,0.08354462683200836
Correct 0.02857135981321335,0.028009183704853058,0.0042573232203722,0.03361719101667404,0.3272133767604828
Correct 0.14581720530986786,0.06436106562614441,0.03959240764379501,0.032619182020425797
Correct 0.013425054028630257,0.024540292099118233,0.09821729362010956,0.02442554011940956,0.26109030842781067,0.02463328093290329,0.012140152044594288
Correct 0.01993531733751297,0.015339408069849014,0.005495491903275251,0.006309115327894688,0.7452971339225769
Correct 0.13148579001426697,0.07762093842029572,0.09970702230930328
Correct 0.5189733505249023,0.03512631729245186,0.018924586474895477,0.011465154588222504
Correct 0.025425296276807785,0.2905673384666443,0.019924379885196686,0.020783446729183197,0.019212093204259872,0.049038004130125046,0.02132398635149002
Correct 0.6623307466506958,0.013172398321330547,0.005990589968860149,0.0034081146586686373,0.01487724483013153
Correct 0.09272336959838867,0.18578685820102692,0.1258079707622528,0.07229980081319809,0.041213348507881165
Correct 0.02306010201573372,0.12609611451625824,0.007056484930217266,0.11264190077781677,0.016978207975625992
Wrong 0.021193435415625572,0.010705359280109406,0.012942510657012463,0.006601686589419842,0.019843973219394684,0.19692398607730865,0.08990518748760223,0.024440301582217216
Correct 0.00565296458080411,0.008180869743227959,0.4499678313732147,0.0016249334439635277,0.0049620941281318665
Wrong 0.13547244668006897,0.0899854227900505,0.053476717323064804,0.01289083156734705,0.027546940371394157,0.0673975870013237
Correct 0.03611283004283905,0.010116010904312134,0.676510214805603
Wrong 0.2744351029396057,0.0860186293721199,0.10928753018379211
Wrong 0.04864069074392319,0.05440482869744301,0.04617193713784218,0.045318298041820526
Correct 0.0176081545650959,0.474861741065979,0.010476347990334034,0.010619241744279861
Wrong 0.046889834105968475,0.06553827226161957,0.022737637162208557,0.015131546184420586,0.029392573982477188,0.050818607211112976
Wrong 0.04399847984313965,0.03811322897672653,0.01043449155986309,0.09737823903560638
Correct 0.0730876699090004,0.17039544880390167,0.24106349050998688
Wrong 0.10037480294704437,0.13309650123119354,0.12284953892230988
Wrong 0.029516158625483513,0.03618114814162254,0.006914457771927118,0.011309975758194923,0.036583464592695236
Correct 0.4696715176105499,0.09023285657167435,0.07471814751625061,0.024971429258584976
Correct 0.08175285905599594,0.03907345235347748,0.027912145480513573,0.14093169569969177
Correct 0.21690984070301056,0.09601143002510071,0.020955629646778107,0.06022755056619644
Wrong 0.167844757437706,0.279770165681839
Wrong 0.09488227963447571,0.08112963289022446,0.0643877238035202
Correct 0.04106082394719124,0.01652580499649048,0.09091280400753021,0.0076520200818777084,0.013008931651711464,0.011520705185830593,0.01940849795937538
Correct 0.30178824067115784,0.05258415266871452,0.1516779065132141,0.030650127679109573,0.027126982808113098
Correct 0.09410180151462555,0.06497228890657425,0.03018610179424286,0.42173463106155396
Correct 0.04413047060370445,0.4741722345352173,0.026315873488783836
Correct 0.030634518712759018,0.021883156150579453,0.19756993651390076,0.016193371266126633
Correct 0.032046254724264145,0.39618581533432007
Wrong 0.021409407258033752,0.02648899331688881,0.017469070851802826,0.014340309426188469,0.10917938500642776
Wrong 0.028827659785747528,0.010557057335972786,0.055784568190574646,0.010167763568460941,0.015502547845244408,0.032273903489112854
Wrong 0.052369341254234314,0.08656445145606995,0.01688067987561226,0.05054493248462677
Correct 0.06702085584402084,0.12330789864063263,0.28721562027931213
Correct 0.1461125612258911,0.045963823795318604,0.03762982785701752,0.06553187221288681,0.0405016727745533,0.04720580577850342
Correct 0.030313029885292053,0.009163448587059975,0.0031402220483869314,0.002868292387574911,0.019745904952287674,0.35214102268218994
Correct 0.09031273424625397,0.04862583428621292,0.05316038057208061,0.05509239435195923
Correct 0.07051344215869904,0.1311308592557907,0.35808491706848145,0.031137842684984207
Correct 0.092784583568573,0.18269392848014832
Correct 0.024452660232782364,0.020988687872886658,0.003835677169263363,0.01374921202659607,0.005093325395137072,0.005972557235509157,0.06890606135129929
Correct 0.07560370862483978,0.18866904079914093,0.08794136345386505,0.036306921392679214
Correct 0.033203523606061935,0.20729030668735504,0.021606557071208954,0.017565283924341202,0.06411407142877579,0.09611879289150238
Wrong 0.10834097862243652,0.07908141613006592,0.08470577001571655,0.01220967061817646
Correct 0.016211766749620438,0.007165330927819014,0.021334122866392136,0.005777656566351652,0.7969292402267456
Correct 0.03467005491256714,0.010284594260156155,0.008150008507072926,0.023853857070207596,0.026518598198890686,0.4447159171104431
Wrong 0.015837829560041428,0.019306791946291924,0.04432911425828934,0.01821153610944748
Wrong 0.11640267819166183,0.1712489128112793,0.2104276865720749
Correct 0.12238049507141113,0.06047721207141876,0.025318725034594536,0.01460353285074234,0.07405510544776917
Correct 0.037377387285232544,0.024790430441498756,0.011345557868480682,0.009981969371438026,0.027975035831332207,0.31130704283714294
Correct 0.03378681465983391,0.024533314630389214,0.037681106477975845,0.16185081005096436
Wrong 0.01981147937476635,0.029931405559182167,0.009171279147267342,0.04162389412522316,0.0129554383456707,0.030816661193966866,0.056799016892910004,0.015262607485055923,0.0038715465925633907,0.012897894717752934
Correct 0.20553967356681824,0.06964275240898132,0.05854205787181854,0.04266394302248955
