grade confidence_level
Correct 0.7564635872840881
Wrong 0.4350246489048004
Correct 0.7930442690849304
Correct 0.9644816517829895
Wrong 0.9250064492225647
Correct 0.9648215770721436
Correct 0.998721182346344
Wrong 0.8499301075935364
Wrong 0.42312517762184143
Unparseable 0
Correct 0.8354340195655823
Wrong 0.8367210030555725
Wrong 0.6114594340324402
Correct 0.5310809016227722
Correct 0.9566012024879456
Correct 0.9647887349128723
Correct 0.6112833619117737
Correct 0.9997466802597046
Correct 0.47229939699172974
Correct 0.9998511075973511
Correct 0.9999949932098389
Correct 0.9983383417129517
Correct 0.999931275844574
Correct 0.7806500196456909
Correct 0.8311029076576233
Correct 0.6790161728858948
Correct 0.74603670835495
Correct 0.9988538026809692
Wrong 0.9123882055282593
Wrong 0.9889913201332092
Correct 0.9998977780342102
Wrong 0.9432894587516785
Correct 0.9913924336433411
Wrong 0.933237612247467
Correct 0.9130712151527405
Correct 0.7865675091743469
Correct 0.9938478469848633
Correct 0.9996464848518372
Correct 0.8557050824165344
Correct 0.9371795058250427
Correct 0.9988406896591187
Correct 0.7798588871955872
Wrong 0.9084595441818237
Wrong 0.9558690190315247
Correct 0.974269688129425
Wrong 0.5809559226036072
Correct 0.944063127040863
Correct 0.9996135830879211
Wrong 0.6891862154006958
Correct 0.8871241211891174
Correct 0.9942871928215027
Correct 0.9816524982452393
Correct 0.9930734038352966
Correct 0.8722423315048218
Wrong 0.5077637434005737
Abstained 0.5058081746101379
Correct 0.9994735717773438
Correct 0.9981496334075928
Correct 0.8513545393943787
Correct 0.999785304069519
Correct 0.511563777923584
Correct 0.5117972493171692
Correct 0.7690434455871582
Correct 0.9959615468978882
Wrong 0.7956260442733765
Correct 0.9994092583656311
Wrong 0.6149416565895081
Correct 0.6731027364730835
Wrong 0.5466381311416626
Wrong 0.9908140301704407
Correct 0.9521864056587219
Correct 0.6825339198112488
Correct 0.9762705564498901
Wrong 0.7744497060775757
Correct 0.9928832054138184
Wrong 0.8901788592338562
Correct 0.9999704360961914
Correct 0.9646055698394775
Correct 0.5182876586914062
Correct 0.6861798167228699
Correct 0.7402440905570984
Correct 0.9999272227287292
Wrong 0.8687837719917297
Correct 0.6857728362083435
Correct 0.9776493310928345
Correct 0.9455697536468506
Wrong 0.9537907242774963
Correct 0.6643431186676025
Correct 0.9683326482772827
Correct 0.9939464926719666
Correct 0.9996857047080994
Correct 0.5672830939292908
Abstained 0.9957627654075623
Correct 0.9178773760795593
Correct 0.9999536275863647
Correct 0.672432541847229
Correct 0.8242093920707703
Correct 0.5831496119499207
Correct 0.9999575614929199
Correct 0.4852972626686096
Correct 0.6260726451873779
Correct 0.8739088773727417
Correct 0.999897301197052
Wrong 0.5136275291442871
Wrong 0.527235209941864
Correct 0.8589329719543457
Correct 0.981551468372345
Correct 0.8651409149169922
Correct 0.7689682245254517
Correct 0.6477686762809753
Wrong 0.8945106267929077
Wrong 0.9758666157722473
Correct 0.9973307847976685
Correct 0.9814085364341736
Wrong 0.9849618673324585
Wrong 0.6547305583953857
Correct 0.9814243316650391
Correct 0.9834364652633667
Correct 0.9999416470527649
Correct 0.7577282190322876
Correct 0.8221331834793091
Correct 0.9999170303344727
Correct 0.6617708206176758
Correct 0.8417266607284546
Wrong 0.9260351061820984
Correct 0.6260516047477722
Wrong 0.7216219902038574
Correct 0.6620360016822815
Correct 0.7401353716850281
Correct 0.7522510290145874
Correct 0.4874316155910492
Correct 0.5240014791488647
Correct 0.825863242149353
Correct 0.5310524702072144
Correct 0.883997917175293
Correct 0.436678022146225
Correct 0.9765432476997375
Wrong 0.561779260635376
Wrong 0.9262075424194336
Correct 0.9972929358482361
Wrong 0.6754347681999207
Correct 0.9951736330986023
Wrong 0.9082621932029724
Correct 0.9134867787361145
Wrong 0.9473247528076172
Wrong 0.827191174030304
Correct 0.5084143877029419
Correct 0.999742329120636
Correct 0.5450760126113892
Correct 0.8687055110931396
Wrong 0.5309804677963257
Correct 0.9999769926071167
Correct 0.9985242486000061
Correct 0.9986484050750732
Wrong 0.9939554333686829
Wrong 0.9617831110954285
Wrong 0.7179498672485352
Wrong 0.8310282826423645
Correct 0.9276013374328613
Correct 0.9665669202804565
Wrong 0.9614939093589783
Correct 0.9762052893638611
Correct 0.7309675216674805
Correct 0.999506413936615
Correct 0.5272794961929321
Correct 0.658304750919342
Correct 0.9981485605239868
Correct 0.9847620129585266
Correct 0.9537906646728516
Correct 0.989247739315033
Correct 0.7401165962219238
Correct 0.9960770606994629
Wrong 0.9856434464454651
Wrong 0.8416353464126587
Wrong 0.5520825386047363
Wrong 0.665300726890564
Correct 0.9980642199516296
Wrong 0.7401378154754639
Abstained 0.6776081323623657
Correct 0.9997203350067139
Correct 0.5733668804168701
Correct 0.9999513626098633
Wrong 0.6674684286117554
Correct 0.506330668926239
Correct 0.9433048367500305
Wrong 0.9407230019569397
Correct 0.9303686022758484
Wrong 0.8128104209899902
Correct 0.9289172291755676
Correct 0.9898145198822021
Correct 0.8264361023902893
Correct 0.8103466033935547
Correct 0.9884079098701477
Wrong 0.759665846824646
Wrong 0.5577128529548645
Correct 0.7452870011329651
Correct 0.6259233951568604
Correct 0.96204674243927
Correct 0.48399582505226135
Wrong 0.7024778723716736
Correct 0.9206700325012207
Wrong 0.9970653653144836
Wrong 0.7798022627830505
Wrong 0.960357129573822
Correct 0.8147000074386597
Correct 0.5116426944732666
Correct 0.9999863505363464
Correct 0.9891390800476074
Correct 0.9989929795265198
Correct 0.9687722325325012
Correct 0.7248073816299438
Correct 0.9999061822891235
Correct 0.9994031190872192
Wrong 0.924829363822937
Correct 0.9692603349685669
Correct 0.9272447228431702
Correct 0.78569096326828
Correct 0.9999541640281677
Correct 0.9999710321426392
Wrong 0.973331093788147
Correct 0.9333971738815308
Wrong 0.5773765444755554
Correct 0.8281784057617188
Correct 0.9999669790267944
Unparseable 0
Correct 0.8633043766021729
Wrong 0.5311431288719177
Correct 0.9538112878799438
Wrong 0.7184648513793945
