grade confidence_level
Wrong 0.5442306399345398
Correct 0.4298672378063202
Wrong 0.7627214789390564
Wrong 0.5007409453392029
Correct 0.6556074023246765
Correct 0.4231088161468506
Wrong 0.2939130961894989
Correct 0.7194609642028809
Wrong 0.617638349533081
Wrong 0.4760103225708008
Correct 0.5205199718475342
Correct 0.5399299263954163
Wrong 0.5357192158699036
Wrong 0.3374347984790802
Correct 0.8008738160133362
Wrong 0.5375742316246033
Correct 0.6669007539749146
Wrong 0.4410285949707031
Wrong 0.6018719673156738
Wrong 0.7080896496772766
Wrong 0.8112205862998962
Wrong 0.4243873357772827
Wrong 0.8150389790534973
Wrong 0.7433063387870789
Wrong 0.5579003691673279
Wrong 0.7052573561668396
Correct 0.5169253945350647
Wrong 0.5091585516929626
Correct 0.9322491884231567
Correct 0.4054984450340271
Wrong 0.3822459578514099
Correct 0.7624983787536621
Wrong 0.3715267777442932
Wrong 0.5612327456474304
Correct 0.5494499802589417
Correct 0.5106101036071777
Wrong 0.4293539822101593
Unparseable 0
Wrong 0.855012059211731
Correct 0.48401328921318054
Correct 0.6850994825363159
Correct 0.576666533946991
Wrong 0.37950557470321655
Wrong 0.5194953680038452
Correct 0.5829523205757141
Correct 0.4464995563030243
Correct 0.731776237487793
Correct 0.5838538408279419
Correct 0.8136981129646301
Correct 0.5068693161010742
Wrong 0.41006192564964294
Correct 0.5499409437179565
Correct 0.7388032078742981
Wrong 0.7161868810653687
Correct 0.6539416313171387
Wrong 0.46721896529197693
Wrong 0.563623309135437
Correct 0.7406702637672424
Correct 0.8268892765045166
Wrong 0.36770403385162354
Wrong 0.5785977244377136
Correct 0.6813986301422119
Correct 0.5527816414833069
Correct 0.4375606179237366
Correct 0.5586345195770264
Wrong 0.5600355267524719
Correct 0.6069521307945251
Correct 0.5898920297622681
Wrong 0.6383445262908936
Correct 0.6753283143043518
Correct 0.8384140133857727
Correct 0.8514065742492676
Wrong 0.36704161763191223
Correct 0.45225605368614197
Correct 0.7456164360046387
Correct 0.7948449850082397
Wrong 0.44723302125930786
Wrong 0.5582970976829529
Correct 0.7074479460716248
Correct 0.384408563375473
Wrong 0.38477540016174316
Correct 0.6104633212089539
