grade confidence_levels
Correct 0.802598774433136,0.10045702010393143,0.045279525220394135,0.051308419555425644
Correct 0.0033159239683300257,0.0019493314903229475,0.0005246553919278085,0.9941233992576599
Wrong 0.18029999732971191,0.7955209016799927,0.01226956956088543,0.011707705445587635
Wrong 0.5036028027534485,0.004860605113208294,0.010451942682266235,0.4805411696434021
Correct 0.003943062387406826,0.0002122655278071761,0.9954627156257629,0.00035547782317735255
Correct 0.9873939752578735,0.0014388138661161065,0.010466651991009712,0.0005634476547129452
Correct 0.9742223620414734,0.016762420535087585,0.003352695144712925,0.005614708177745342
Correct 0.9989042282104492,0.0003797124663833529,0.0005973715451546013,5.914780558669008e-05
Correct 0.0023563022259622812,0.0008401655359193683,0.0005596709088422358,0.9962205290794373
Correct 0.813755452632904,0.06373825669288635,0.006931213662028313,0.1154150664806366
Correct 0.17636160552501678,0.005409525707364082,0.815487802028656,0.002636392368003726
Correct 0.9958394765853882,0.00029024240211583674,0.0029775062575936317,0.000729669292923063
Correct 0.010185273364186287,0.013284101150929928,0.0004545569245237857,0.9759806990623474
Correct 0.00903351604938507,0.9656647443771362,0.024942340329289436,0.00033949085627682507
Correct 0.0005441666580736637,4.2622428736649454e-05,2.9755252398899756e-05,0.999370276927948
Correct 0.0023308941163122654,0.007885313592851162,0.9854781627655029,0.004287170711904764
Correct 0.283815860748291,0.03962957113981247,0.6702833771705627,0.006173096597194672
Correct 0.00785400066524744,0.9815648198127747,0.00028164664399810135,0.009774461388587952
Correct 0.0002912553900387138,0.00037397933192551136,0.9993151426315308,9.65958406595746e-06
Wrong 0.04713179171085358,0.02643854171037674,0.0777071863412857,0.848587155342102
Wrong 0.031363893300294876,0.08525589853525162,0.1111946627497673,0.7718439102172852
Correct 0.0034813061356544495,0.00033935197279788554,0.00021570523676928133,0.9959107041358948
Wrong 0.26497700810432434,0.6872981190681458,0.00435040146112442,0.043256308883428574
Correct 0.23654145002365112,0.6844553351402283,0.05115567147731781,0.02695714496076107
Correct 0.015468025580048561,0.006863894406706095,0.07855311036109924,0.8989928364753723
Correct 0.047809481620788574,0.006078293547034264,0.9453913569450378,0.0006406474276445806
Correct 0.9966878294944763,0.0004161071847192943,0.0006054324330762029,0.0022145798429846764
Correct 0.7684685587882996,0.14897441864013672,0.06714802980422974,0.014750465750694275
Correct 0.03835092484951019,0.028058135882019997,0.004302854649722576,0.9291578531265259
Correct 0.004918368067592382,0.9520350098609924,0.018273955211043358,0.024590294808149338
Correct 0.9921039342880249,0.0010412822011858225,0.002966337138786912,0.003578085917979479
Correct 0.9409199357032776,0.008940647356212139,0.008665572851896286,0.041341137140989304
Correct 0.08685258030891418,0.0443599559366703,0.8635805249214172,0.00513503747060895
Correct 0.023860448971390724,0.049729444086551666,0.0025947035755962133,0.9237784147262573
Wrong 0.38273438811302185,0.3027678430080414,0.2844240367412567,0.029055749997496605
Correct 0.18335407972335815,0.009717410430312157,0.022593654692173004,0.7841058969497681
Correct 0.01893998682498932,0.006859608925879002,0.00268626119941473,0.9714359641075134
Correct 0.997967541217804,0.0005185186746530235,0.0004038227489218116,0.0010806857608258724
Correct 0.9183336496353149,0.0006420660647563636,0.0023485796991735697,0.077774278819561
Wrong 0.7714158296585083,0.11113299429416656,0.04779770225286484,0.06954524666070938
Correct 7.843597268220037e-05,0.9998971223831177,5.954562311671907e-06,1.6278869452435174e-06
Correct 0.18865124881267548,0.15158553421497345,0.4056639075279236,0.2538580000400543
Correct 0.03615235164761543,0.0004275183891877532,0.0013800461310893297,0.9619783759117126
Correct 0.0832073837518692,0.007619502954185009,0.00031449442030861974,0.9086509943008423
Correct 0.005025048740208149,0.005783795844763517,0.001036977395415306,0.9880024790763855
Correct 0.03530165180563927,0.040002014487981796,0.8687494397163391,0.05553729087114334
Wrong 0.2609097957611084,0.404105007648468,0.3298209011554718,0.004930422641336918
Correct 0.013578906655311584,0.9821731448173523,0.00298289000056684,0.0010973438620567322
Correct 0.5104683637619019,0.004926868714392185,0.054650239646434784,0.429857462644577
Correct 0.9987906813621521,0.00015826968592591584,0.0008966588648036122,0.00013327646593097597
Wrong 0.5044334530830383,0.010971608571708202,0.48133376240730286,0.002229017438367009
Correct 0.0005354787572287023,0.9989012479782104,0.0004652320349123329,3.940081296605058e-05
Wrong 0.07258889079093933,0.2167104035615921,0.688704252243042,0.021457238122820854
Correct 0.0027968345675617456,0.0004637606907635927,0.0009079992887564003,0.9957420229911804
Wrong 0.20012202858924866,0.368080735206604,0.23396635055541992,0.19701942801475525
Correct 0.04326880723237991,0.040017109364271164,0.869077205657959,0.04752149060368538
Correct 0.000310101720970124,0.00010550680599408224,0.9995149374008179,4.196770896669477e-05
Correct 0.1060054674744606,0.05166294053196907,0.008433744311332703,0.8337976336479187
Correct 0.0017925776774063706,0.9884663820266724,0.009540344588458538,9.065263293450698e-05
Wrong 0.43206608295440674,0.3261405825614929,0.23860953748226166,0.003003651276230812
Correct 0.0936596542596817,0.8748413920402527,0.012285474687814713,0.0181567519903183
Wrong 0.017754407599568367,0.8826103806495667,0.07592597603797913,0.02352076955139637
Correct 0.020242834463715553,0.003202881431207061,0.9753544330596924,0.0010561983799561858
Correct 0.003940837923437357,0.994901180267334,8.843552495818585e-05,0.0010120909428223968
Correct 0.9851898550987244,0.002599539700895548,0.011116821318864822,0.0009414910455234349
Correct 0.0025389082729816437,0.9622113704681396,0.03241460770368576,0.002072196686640382
Correct 0.0021981869358569384,0.008167254738509655,0.00028833936084993184,0.9893101453781128
Correct 0.9996405839920044,3.881866723531857e-05,0.0002492050698492676,5.648082515108399e-05
