grade confidence_levels
Wrong 4.4135455706806326e-11,1.752514522390669e-10,1.3449609070903534e-07,0.9991074204444885
Wrong 7.182718864129356e-09,0.6863765120506287,0.30457189679145813,0.0018971686949953437
Correct 4.9431047699499686e-08,0.5660377740859985,2.3730660103638e-08,1.6827375475259032e-06
Wrong 5.429186544780862e-10,1.0396861149786218e-09,1.5832335975574097e-07,0.9874881505966187,0.0002099752309732139,1.0176314617638127e-06
Correct 0.9987732768058777,5.293596724159633e-12,5.4270377254639346e-12
Wrong 5.4239257529786755e-09,0.00041134818457067013,1.2194391052489095e-09,0.9862731695175171,1.4479901722097566e-09,4.471579995168895e-09
Wrong 0.9919165372848511,1.8798911316508793e-09,6.427286480814587e-10,1.2868608401106485e-08
Correct 0.9873991012573242,3.655153402171152e-10,1.4494132116738001e-08,4.41349641278066e-07
Wrong 3.3349869532628418e-09,1.2147560735087382e-09,0.983150839805603,5.021739525545854e-06,3.169650930612278e-10,3.5803299214265394e-10,4.3852835251989575e-10,0.00014739338075742126
Correct 2.6064416250304312e-11,0.999993085861206,3.2983158305271987e-12,1.0203369260608497e-09
Wrong 0.9940705895423889,5.933416105108336e-06,0.0022910393308848143
Correct 1.0780066422855228e-10,0.9999404549598694,3.698372511018455e-11
Wrong 0.00012747268192470074,0.8891149759292603,8.260843031848708e-08,9.783628129866884e-09,6.4972949243014e-10,0.0005417359643615782
Wrong 0.842265784740448,1.2074272248696616e-08,1.258873227882873e-09,0.007854347117245197
Wrong 1.684640968391271e-11,0.9999555945396423,1.516311902427514e-11,2.361164562481033e-11
Correct 3.587065020016489e-11,3.479447415952186e-12,8.20919027200162e-12,0.9998348951339722
Correct 1.87448954136471e-08,3.87828125170131e-09,0.9723268747329712,9.033526566781802e-07,0.019781598821282387
Wrong 0.9997169375419617,1.5058843928772436e-12,3.0478891979712763e-12,3.6293888901195448e-12,5.143759767081701e-13
Correct 3.2839674989765255e-12,4.033636705896848e-12,1.7512807870545544e-10,0.9999692440032959,1.3070610132420724e-12
Correct 1.5524956320511762e-10,0.9999046325683594,3.0461907302159474e-11
Correct 0.9878044724464417,1.269882154986135e-08
Wrong 1.3274202917412659e-11,1.1912903389449392e-12,2.6500317495958825e-09,1.4892288791035213e-11,1.2904496264967702e-12,2.7304964532959275e-05,3.4969743767376826e-10,1.2320153577882742e-11,5.9753664689854435e-12,0.9993643164634705,6.645648614744815e-11,4.541931719614922e-09,6.326500521375289e-12
Wrong 2.8993003553523522e-08,5.136291392204839e-08,1.4115340491116513e-05,7.400601020890463e-07,0.6652458310127258
Wrong 0.7904369235038757,0.1867341846227646,1.7636666571618775e-09,6.983613132227617e-10,1.4877689358261392e-10,2.6757854265646586e-10
Correct 0.9999592900276184,6.967711130290155e-11
Correct 1.7026571125233758e-11,0.9999423623085022,5.667790889396507e-12,1.1293061971673346e-11,4.1024375194674556e-13
Correct 8.475637726379492e-13,4.579987105714223e-13,1.478757979782308e-12,0.9999970197677612
Correct 1.6103113634202693e-11,2.4164633835588312e-11,0.9999852180480957
Wrong 1.342427974337923e-10,3.3001924110154235e-11,0.9995564222335815,3.8900259824004024e-05,9.99713978266925e-10
Wrong 3.411486718118972e-11,0.9999586939811707
Wrong 1.2397667337182838e-09,0.9987306594848633,1.9983631416309322e-10,2.1279099315929528e-10,2.0204740658336107e-10,2.152297451374352e-09
Correct 1.448249020707948e-10,0.9999635219573975,4.2668056587924497e-11,1.0224857072138605e-10
Correct 0.258613258600235,8.06604205649819e-08,0.4727528989315033,1.1653219189611264e-07
Wrong 0.9997450113296509,4.1822309504446764e-11,2.729105309795532e-11,5.79357219976373e-07
Wrong 4.2282074730337627e-08,0.00011442037066444755,0.981506884098053,1.2774208357768657e-08
Wrong 1.0812386576353195e-11,7.89004798995574e-12,0.9999176859855652
Correct 6.256802259456407e-13,1.1111117315934158e-13,4.155830193863785e-12,2.1651870834443754e-12,0.99992835521698
Correct 8.286125691842061e-13,6.065235661802115e-13,4.9556045031429186e-12,1.506181572692722e-12,5.494320276522302e-13,8.376294991820077e-13,9.677581652711709e-12,1.0202600986275456e-09,8.416002812185186e-13,3.728857500551186e-12,0.9998298287391663,6.703435723176554e-11
Correct 1.4094725386826212e-09,3.6721681251350446e-10,0.40131333470344543,0.5888019800186157,7.755243132123724e-06,1.7465642265790393e-09
Correct 1.6523236945342745e-10,0.9999381899833679,5.800125657540178e-11
Correct 3.643396251362674e-09,0.9393756985664368,3.90828718082048e-05,5.698387894881307e-07,0.05735798925161362
Wrong 0.9853948354721069,1.9521807781419653e-11,5.206773553978472e-11
Wrong 4.0939682199869765e-12,2.7287408443932293e-12,2.737730181445741e-12,2.6435006961200713e-11,1.096747801083986e-12,8.846753191127377e-12,0.999447762966156
Wrong 2.531476972489344e-10,0.9995906352996826
Correct 4.771658762559028e-11,0.9999780058860779,3.5042819340747045e-12,9.521726462846658e-11
Wrong 2.6476268399910907e-10,0.9985460042953491,1.9874862118740566e-05,6.003126173936835e-08,1.1593631436823681e-11,1.0682213447132938e-10,4.305390710612755e-09,6.623302795105701e-08,1.4554125959964637e-10
Wrong 5.650208426133396e-11,0.999972403049469,3.934370190750158e-12,1.510667285709033e-11
Correct 1.0410707018682075e-11,0.9999848008155823,3.1889549594738e-12,2.1053714327479156e-10
Wrong 1.2911351154887285e-10,0.9998079538345337,8.961720254774264e-11,7.933866896792097e-09,1.0149401284686999e-11,5.3468562910552464e-11,4.4545900301784513e-10
Correct 1.2616455189601306e-12,0.9999566674232483,3.6181105854404816e-12,1.8973039805914027e-10
Wrong 2.9867741613287535e-09,0.999599814414978
Wrong 3.27277439282625e-06,0.026109706610441208,0.0015513792168349028,0.9555239081382751,3.0541296158759224e-09,7.705196480856102e-09,3.77044921151537e-06
Correct 4.7009813819443025e-09,0.9955812692642212,4.538424497324556e-11,5.6792202884903276e-11
Wrong 1.58503689817735e-06,1.0352314347983338e-06,0.9732332229614258,1.7608676898817066e-06
Correct 2.93150677344034e-11,0.9999285936355591,6.660524128759837e-12,6.801188778826628e-11
Wrong 1.1345463235556963e-08,0.00987149216234684,0.6917025446891785,0.2881322205066681,2.006516552910398e-08
Correct 4.4066492677075075e-09,0.9426384568214417,3.725639796670066e-09,0.05325186252593994,1.2876986976717575e-10
Correct 1.019937866802989e-11,4.2785653492360964e-12,0.9999321699142456,3.781350579878939e-11,1.015741418926297e-12
Wrong 2.90795952651024e-07,2.9727708295013144e-08,0.5519885420799255
Wrong 6.720567991003179e-10,3.7569750088728426e-10,4.305753531497203e-10,0.9506232738494873,1.081607248210048e-08,2.0736334871429563e-09,1.715084252396082e-08,2.9653697275477953e-09,1.9376455995256947e-09,0.047857124358415604
Wrong 0.0021401718258857727,6.695142662493936e-09,1.8500587728453866e-09,1.249593850616293e-07,1.6486629839107536e-09,0.008777374401688576
Wrong 5.403850110441422e-12,2.7659248155731397e-11,0.9997027516365051,8.61185123213204e-10,2.1335934321381478e-12,5.74482865792203e-12,1.3588226030480932e-11,2.720116449791976e-12,6.375350768139665e-12
Correct 0.9977306127548218,2.4137367451992908e-11,2.5653668425662524e-11,3.203760867709349e-11,9.307138393310765e-12,1.4621626825972456e-11
Wrong 2.2894579565502227e-09,3.6829469252097624e-08,0.9936974048614502,5.120045898365788e-05,4.1688030805175913e-10
Wrong 9.263704470185985e-08,0.5952795147895813,7.796592704778504e-09,0.3734475076198578,9.537576284301963e-10,3.420905159146059e-08
Wrong 0.004978558048605919,1.5862283708756308e-10,1.432328008377226e-05,9.87416926001572e-10,1.5301457323424472e-10,4.674717835051467e-10,8.989679223248004e-09
Wrong 7.581245353716071e-11,9.720962229620156e-11,5.4122702847214654e-11,0.9993732571601868
Correct 1.8591056472061496e-10,0.9997717142105103,9.85234862582729e-08
Correct 1.037518799762438e-07,2.686758762138197e-06,0.9169191122055054,1.889214047423593e-07,2.2541690736233022e-09
Wrong 0.9632924199104309,8.580637311794703e-10,1.877442867836976e-09
Wrong 0.00018541856843512505,2.6667958952231174e-09,1.7137017493951134e-06,4.317643060858245e-07,2.5812110782119646e-10,8.915913007889742e-10,2.8345397140583373e-09,3.2631550084261107e-07,8.358735037461429e-09,0.7297642827033997
Correct 8.557812097853557e-11,0.9999336004257202,8.157319958401743e-11,2.8981478408240946e-06
Correct 9.944519513416239e-11,0.999957799911499,2.670858256781372e-10,2.7551186332352984e-10
Wrong 2.5813046145017893e-11,0.9997367858886719,1.5898452693230425e-11,3.4244759805623914e-11,2.351408130707444e-12,6.331972031148325e-07
Correct 9.610201523457818e-11,0.9999112486839294,2.330299841979411e-10,1.2874147581332096e-10
Wrong 1.722879477972228e-11,0.9999333024024963,6.817870157327377e-10,5.009370696029691e-08
