grade confidence_levels
Correct 27.453125,27.09375,25.390625,25.84375
Correct 31.109375,27.421875,24.8125,23.6875
Correct 29.90625,21.46875,20.984375,25.0625
Correct 28.609375,28.875,23.96875,32.53125
Correct 28.71875,30.390625,27.40625,30.859375
Correct 29.859375,31.28125,27.15625,30.546875
Correct 27.984375,25.515625,24.796875,22.984375
Wrong 28.59375,28.765625,31.421875,25.296875
Correct 30.859375,26.421875,31.515625,26.984375
Correct 28.671875,29.609375,28.1875,27.40625
Wrong 28.703125,29.75,27.734375,31.140625
Correct 25.09375,23.921875,29.328125,24.203125
Correct 28.859375,28.40625,32.71875,26.0
Correct 22.578125,31.21875,19.84375,18.734375
Correct 24.484375,31.109375,26.703125,24.4375
Correct 24.78125,26.9375,26.859375,33.625
Correct 29.828125,26.296875,26.15625,29.09375
Correct 25.203125,24.9375,30.53125,21.765625
Correct 28.71875,19.421875,23.21875,21.09375
Correct 28.5625,27.421875,26.0,31.90625
Correct 22.234375,29.625,20.5625,21.15625
Correct 30.859375,26.015625,31.90625,26.171875
Correct 26.734375,29.546875,23.984375,29.25
Wrong 29.109375,26.140625,25.4375,22.75
Correct 24.703125,24.328125,24.5,30.234375
Correct 27.421875,31.078125,23.0625,25.71875
Correct 29.703125,26.828125,32.6875,28.5625
Correct 28.90625,30.40625,27.625,29.609375
Correct 28.859375,25.78125,23.0625,33.03125
Correct 28.453125,28.859375,23.8125,24.640625
Correct 23.375,32.09375,23.328125,22.5625
Correct 25.15625,24.234375,21.859375,30.6875
Correct 25.109375,26.84375,24.875,31.59375
Wrong 27.796875,30.546875,28.75,24.34375
Correct 23.6875,29.890625,20.1875,21.53125
Correct 26.171875,29.703125,26.8125,25.8125
Correct 30.984375,25.28125,23.5,29.28125
Correct 21.375,25.015625,21.421875,31.109375
Wrong 27.125,30.265625,25.703125,22.609375
Correct 30.1875,19.296875,18.5625,18.4375
Correct 24.4375,30.1875,23.953125,26.90625
Wrong 31.4375,24.78125,26.28125,21.921875
Correct 28.375,32.3125,24.890625,26.828125
Correct 23.90625,29.28125,24.71875,23.15625
Correct 27.0625,22.140625,22.78125,21.640625
Correct 30.0625,26.96875,27.125,31.375
Correct 26.921875,28.40625,29.125,25.953125
Correct 23.15625,22.546875,33.21875,18.03125
Correct 26.703125,31.09375,25.359375,28.921875
Wrong 28.140625,24.6875,25.921875,22.53125
Wrong 27.984375,26.609375,30.703125,33.09375
Correct 30.828125,26.640625,27.3125,23.65625
Correct 25.625,30.296875,26.015625,25.875
Correct 29.109375,19.65625,18.96875,19.25
Correct 26.578125,26.8125,24.015625,32.84375
Correct 25.25,28.578125,31.0,23.21875
Correct 25.421875,32.15625,22.25,22.59375
Wrong 28.140625,24.765625,22.125,24.25
Correct 30.453125,27.53125,22.84375,25.828125
Wrong 31.640625,30.46875,21.921875,22.171875
Correct 24.15625,29.234375,20.390625,19.875
Wrong 29.078125,25.296875,30.890625,25.3125
Correct 29.5,23.46875,24.25,25.265625
Wrong 27.90625,32.40625,29.171875,28.28125
Correct 31.390625,21.203125,20.1875,22.3125
Correct 31.78125,24.5,23.53125,24.15625
