grade confidence_levels
Correct 28.953125,24.734375
Wrong 28.84375,31.96875,30.53125
Wrong 25.4375,25.6875,26.765625,23.75,26.25,29.796875
Correct 29.859375,24.234375,26.3125
Correct 28.125,31.40625,29.3125,26.15625
Correct 20.96875,18.28125,18.28125,18.015625,18.875,19.4375,18.265626907348633,19.125,31.203125,18.3125
Correct 23.078125,22.625,21.609375,32.3125
Correct 20.890625,21.703125,29.15625,20.125001907348633,17.28125762939453,20.140625,21.250001907348633
Wrong 22.96875,23.421875,23.765625,27.703125,32.8125
Correct 29.078125,20.625,23.6875,30.359375
Correct 21.3125,20.78125,20.9375,35.90625
Correct 31.859375,29.765625
Correct 24.84375,26.40625,32.78125
Correct 28.578125,24.953125,26.78125,26.5625,28.25,23.96875,24.53125
Wrong 26.203125,26.78125,29.40625,28.40625,31.09375
Correct 23.34375,21.03125,21.5,22.8125,19.843751907348633,24.140625
Correct 29.3125,35.0625,27.09375
Correct 22.5,30.78125,22.796875,20.96875,23.203125,22.25
Correct 31.09375,21.703125
Correct 24.015625,25.03125,24.40625,22.484375,32.53125
Correct 31.09375,28.140625,30.53125,28.15625
Correct 26.0625,25.921875,25.265625,24.484375,22.46875
Correct 29.609375,22.921875,23.390625,21.734375,23.328125,31.921875,20.9375,19.406251907348633
Correct 31.1875,16.8125,17.453125
Correct 27.390625,23.4375,21.75,22.296875,19.171876907348633,22.203125,21.046875
Wrong 26.34375,25.78125,23.75,32.25
Wrong 24.4375,26.03125,28.453125,22.546875,28.4375
Correct 25.015625,22.484375,26.1875,31.96875,22.328125,19.875
Correct 23.078125,22.453125,28.3125,24.5625,29.46875
Correct 25.578125,19.65625,18.625,18.593751907348633,17.125001907348633
Correct 24.40625,23.78125,23.375,32.5,21.40625
Wrong 25.28125,20.390625,21.5625,23.078125,23.15625,20.140625,19.703126907348633,27.046875
Wrong 31.109375,32.84375,26.34375
Wrong 22.171875,25.734375,30.703125,21.90625,28.921875
Correct 27.703125,28.296875,24.609375,33.53125,24.109375
Correct 31.0,22.859375
Correct 30.3125,21.125,18.5
Correct 21.515625,21.3125,20.84375,19.8125,27.484375
Correct 25.578125,25.03125,27.71875,20.75,20.078126907348633,28.9375,24.1875
Wrong 26.0625,23.265625,23.875,30.0625
Correct 24.421875,29.5625,23.703125,28.3125,29.765625
Correct 31.5,22.265625,22.140625,18.84375
Wrong 23.609375,25.09375,29.625,23.890625,28.625,22.4375,22.09375
Correct 23.15625,21.921875,22.5625,21.0625,32.5625
Correct 28.375,20.34375,21.96875
Correct 31.46875,22.578125,22.015625,20.34375
Correct 21.09375,27.171875,21.203125,20.8125,17.687501907348633,20.03125,20.09375
Correct 33.65625,19.453125,19.625,16.5625,16.96875
Wrong 27.0625,23.5625,26.953125,27.796875,22.953125
Wrong 22.03125,27.640625,21.671875,33.3125,20.84375
Wrong 24.453125,21.984375,23.171875,21.15625,22.953125,23.78125,24.578125,20.546875
Correct 21.921875,22.28125,36.78125,20.140625,19.546875
Wrong 27.0625,30.328125,29.828125,25.875,23.71875,26.546875
Correct 24.21875,23.53125,36.03125
Correct 28.984375,30.078125,22.796875
Wrong 22.03125,27.703125,23.90625,25.5625
Correct 25.359375,33.96875,24.90625,23.703125
Correct 30.0625,21.640625,22.375,20.484375,18.890626907348633,23.109375
Wrong 29.234375,26.078125,27.734375,29.890625
Correct 24.671875,23.578125,35.78125
Wrong 25.6875,31.703125,33.03125
Correct 27.84375,30.625,23.796875,24.6875,21.859376907348633
Correct 30.90625,27.03125,26.96875,23.5625
Correct 23.109375,24.1875,20.9375,35.28125
Correct 28.71875,20.859375,19.921875,18.5
Correct 30.171875,24.9375
Wrong 29.0625,28.03125,28.234375
Correct 20.734375,22.25,33.28125,18.84375,17.031251907348633,18.21875,17.453125
Correct 28.875,23.1875,25.390625,26.609375,23.515625
Correct 25.59375,23.5,24.578125,31.75
Correct 29.375,33.46875,26.171875
Correct 22.390625,22.890625,33.71875,19.765625
Correct 26.765625,31.078125
Correct 25.515625,23.140625,22.25,21.484375,22.125001907348633
Correct 25.53125,21.953125,27.078125,22.984375,30.46875,24.046875
Wrong 27.15625,25.734375,22.4375,26.9375
Correct 23.203125,28.390625,36.0
Correct 34.3125,18.203125,17.484375,17.421875,15.4921875,15.9375
Correct 18.359375,22.15625,19.203125,19.1875,20.0,33.34375
Correct 26.890625,23.921875,24.125,23.46875
Correct 30.078125,28.8125,34.15625,22.8125
Correct 27.515625,31.234375
Correct 15.257814407348633,16.40625,14.6015625,16.984375,14.125004768371582,16.421875,31.234375
Correct 22.640625,35.09375,22.609375,18.875
Correct 25.578125,30.921875,25.328125,24.5625,25.671875,26.921875
Wrong 29.9375,28.4375,30.375,23.15625
Correct 20.046875,20.59375,21.03125,20.453125,30.859375
Correct 28.046875,24.78125,27.34375,29.484375,23.90625,30.078125
Correct 27.96875,25.8125,25.59375,31.828125
Correct 31.09375,23.484375,23.578125
Correct 29.25,19.375,17.96875,15.89844036102295,22.109375
Correct 22.453125,24.140625,23.5,20.796875,20.78125,30.21875
Correct 23.5,22.96875,24.34375,34.1875
Correct 23.5,30.828125,23.390625,25.40625,21.46875,23.4375,26.0625,20.265625,22.8125,22.125
Correct 29.359375,26.046875,27.171875,26.1875
Correct 30.875,24.921875,23.5625,20.4375
Correct 31.546875,18.15625,16.078125,14.554688453674316,14.734375953674316,13.59375,14.117189407348633,16.296875
Correct 28.765625,28.125,29.75
Correct 25.546875,25.40625,25.359375,21.140625,20.953125,20.71875,20.625,22.671875,24.65625,22.96875,30.671875,20.734375
Correct 24.15625,24.53125,25.8125,20.9375,21.03125,32.1875
Correct 23.28125,23.171875,32.875,19.1875,20.8125
Correct 29.75,22.671875
Correct 24.75,24.46875,25.046875,24.21875,29.390625
Wrong 24.515625,27.0,21.375,24.921875,25.71875,20.828125,19.875001907348633
Correct 22.84375,27.125,32.4375,25.984375
Correct 24.828125,25.578125,31.578125,23.703125
Correct 21.515625,30.734375,20.296875,18.328125,19.015626907348633,18.484375,19.671876907348633
Correct 23.34375,35.375,20.796875
Correct 21.484375,20.546875,29.609375,18.859375,16.656251907348633
Correct 26.40625,32.6875,23.671875,23.125
Correct 26.078125,25.484375,23.828125,24.75,22.921875,32.125
Correct 32.5625,22.015625
Correct 24.5,27.203125,31.640625,22.765625
Wrong 25.640625,28.234375,23.53125,29.375
Correct 26.5625,27.34375,33.8125
Wrong 24.5625,26.125,22.3125,23.25,23.328125,25.890625,23.296875,23.046875,22.15625,22.953125,18.484378814697266,19.78125
Wrong 29.21875,30.8125,31.921875
Correct 29.890625,26.53125,24.8125,26.921875
Correct 29.921875,24.71875,27.5,21.0625,19.90625
Wrong 24.390625,21.46875,27.0,21.3125,19.609378814697266,26.765625,22.234375,21.578125,22.1875,22.375,27.8125
Correct 26.5,23.90625,23.953125,28.609375,21.453125,27.125
Correct 31.0,24.46875,27.890625,21.515625
Correct 33.625,20.75,19.75,17.953125
Correct 23.46875,23.09375,31.5625,21.0625
Correct 23.953125,34.3125,19.765625
Correct 24.46875,23.984375,21.890625,32.65625,21.09375,19.0
Wrong 23.15625,23.25,22.359375,29.125,23.59375,23.28125,30.078125
Correct 28.03125,32.5625,27.578125
Correct 27.59375,33.34375,26.671875
Correct 23.484375,22.53125,24.59375,20.375,18.5625,19.390625,30.8125,22.203125,21.046875
Correct 32.46875,22.6875,22.375,19.8125,19.296875
Correct 34.5,17.171875,17.484375,16.046875,16.75,17.453125
Correct 25.9375,33.0,24.515625,25.671875,23.640625,24.234375,23.796875
Wrong 27.625,29.296875,29.828125,31.78125,24.609375
Correct 21.234375,19.34375,21.5,19.171876907348633,15.656262397766113,17.031251907348633,25.046875
Wrong 31.796875,25.09375,22.578125
Correct 28.53125,19.59375,19.359375,18.59375,22.15625,18.078125
Wrong 26.9375,31.96875,24.0,25.359375
Wrong 28.96875,25.3125,28.1875
Correct 29.578125,22.890625,21.390625,22.203125
Correct 33.90625,31.140625,23.0,21.234375,19.28125,21.546875,20.84375,21.484375
Correct 25.40625,22.84375,24.140625,32.53125,22.890625,20.640625
Correct 27.640625,22.296875,22.203125,25.25,26.40625,23.0625,20.875
Wrong 22.328125,25.0625,24.046875,19.8125,22.65625,21.546875,24.875
Correct 21.765625,35.75,21.046875,20.546875
Correct 25.46875,26.171875,33.59375,22.515625
Correct 24.09375,31.65625,22.734375,22.9375
Correct 21.03125,24.9375,24.34375,25.453125,22.796875,25.78125
Correct 23.109375,21.40625,20.625,28.375,20.359375,20.71875
Wrong 29.0625,29.53125,27.015625,23.25,22.109375,22.953125
Correct 18.859375,17.921875,18.15625,17.453125,18.84375,33.09375
Correct 28.171875,30.875,30.796875,27.015625
Correct 32.34375,21.96875,20.59375,19.265625
Correct 27.640625,26.109375,26.96875,28.078125,25.0,27.09375
Correct 21.6875,28.78125,22.015625,20.703125,20.125001907348633,20.90625,21.703125
Correct 28.796875,24.046875
Correct 28.484375,27.0,24.03125,22.265625,22.5,23.765625,23.765625
Wrong 23.96875,28.421875,25.296875,27.6875,28.9375
Correct 30.578125,20.140625,22.21875,20.828125,18.046876907348633
Correct 26.0625,21.671875,31.203125,21.484375,22.0,23.3125
Correct 23.375,26.375,23.21875,19.5625,22.0,19.09375
Correct 24.75,33.03125,24.59375
Wrong 25.703125,25.796875,26.890625,22.75,26.765625,25.125
Correct 23.9375,22.78125,21.375,20.5625,23.703125,27.984375,20.828125,20.328125
Wrong 22.5,23.625,24.046875,23.6875,19.500001907348633,21.75,21.71875,20.859375,24.53125
Correct 24.234375,26.96875,35.03125,20.328125,19.75,21.3125
