grade confidence_level
Correct 0.9966229195070984
Correct 0.9999921773835968
Correct 0.9688438292546696
Correct 0.9902598980736479
Correct 0.9999958726752174
Wrong 0.9992890129711435
Correct 0.5078116844659573
Wrong 0.5389824871359373
Correct 0.8128652315714092
Correct 0.9998906218122302
Correct 0.9955312332849392
Correct 0.9886675959666792
Correct 0.9999993295729247
Correct 0.9999994487765019
Wrong 0.6224559351851167
Correct 0.9996075346346878
Correct 0.9539621055199294
Correct 0.9539654711041746
Correct 0.7931033801144326
Wrong 0.7185905894935524
Correct 0.9999863364673469
Correct 0.9999223270267016
Correct 0.9989992495850318
Correct 0.9999995679800934
Correct 0.9989000407991054
Wrong 0.9987145208370887
Correct 0.9915192273765252
Correct 0.9999148177982098
Correct 0.999987886094374
Correct 0.9149000451015039
Correct 0.9988276051924212
Correct 0.7549087107179733
Correct 0.9981304671576839
Correct 0.9998594016848696
Correct 0.9998308009057816
Wrong 0.9935105387961748
Correct 0.7248026051195224
Correct 0.9999197047538358
Correct 0.9999998063873687
Correct 0.9999996871837189
Correct 0.9999996871837189
Correct 0.9999976607241361
Correct 0.999996945503965
Correct 0.9976026079456001
Wrong 0.9916826263516869
Correct 0.9999907469518097
Wrong 0.9399119954148376
Correct 0.9996195659034096
Wrong 0.9996415994408302
Wrong 0.9763061075083277
Correct 0.928407450051686
Correct 0.9999998063873687
Correct 0.9997693114726912
Correct 0.9986585265809607
Correct 0.9978729395061796
Wrong 0.9688475254009287
Correct 0.9999996871837189
Correct 0.9999980183344636
Correct 0.9999976607241361
Correct 0.9997764620483319
Wrong 0.988655257472074
Correct 0.9999188703911848
Correct 0.9999984951481323
Correct 0.9969238776893069
Wrong 0.9999831180165023
Correct 0.9669039889470572
Correct 0.9770207975611066
Correct 0.9999983759447187
Wrong 0.6992438794216596
Wrong 0.9935075959229664
Correct 0.9993928204681416
Correct 0.9996944972754639
Correct 0.9999965878943212
Correct 0.9990877607434531
Correct 0.7549148104049985
Correct 0.9999993295729247
Correct 0.9999998063873687
Correct 0.9999908661547138
Correct 0.9999746547351966
Correct 0.9999803763825457
Wrong 0.9510938335572406
Correct 0.9955311183010884
Correct 0.9999886013079656
Correct 0.9999996871837189
Correct 0.99999861435166
Correct 0.9978156054697712
Wrong 0.9990300526633142
Correct 0.999996945503965
Correct 0.9688515480642051
Correct 0.9971984636477861
Correct 0.9999996871837189
Correct 0.99990659348666
Correct 0.9999996871837189
Correct 0.9999973031140366
Correct 0.8740728276215275
Correct 0.9814519452341393
Correct 1.0
Correct 0.9998813249924359
Correct 0.9999996871837189
Correct 0.9999995679800934
Wrong 0.9999824028078323
Correct 0.9999995679800934
Correct 0.8902656746132782
Correct 0.9985580678845346
Correct 0.9999993295729247
Wrong 0.9997202304028145
Correct 0.998631414368659
Correct 0.9999996871837189
Correct 0.9898390013275842
Wrong 0.9974488788545787
Correct 0.999999091165773
Correct 0.737155992822622
Wrong 0.9980120807340495
Correct 0.9998901450444976
Correct 0.9998381903125998
Wrong 0.9999629731405111
Correct 0.9999514108804896
Correct 0.9539653613981518
Correct 0.9999998063873687
Wrong 0.9999998063873687
Wrong 0.9893469371192989
Correct 0.9933068896131126
Correct 0.9999511724841019
Correct 0.9626710108421973
Correct 0.9993503245305569
Correct 0.9999995679800934
Correct 0.9980119617710165
Correct 0.9999998063873687
Wrong 0.6791781328186316
Correct 0.9999982567412194
Wrong 0.9981860492010131
Correct 0.9998257952254141
Wrong 0.9973671762757871
Correct 0.9999993295729247
Correct 0.9999974223173222
Correct 0.9998679831849867
Correct 0.9999981375378344
Correct 0.9916835644838952
Wrong 0.9976018980518369
Correct 0.999994561441089
Correct 0.9997612075154649
Correct 0.9999993295729247
Correct 0.9929778920315132
Correct 0.8705966393720324
Correct 0.8558505749948541
Correct 0.9999998063873687
Correct 0.9999987335551019
Correct 0.9999984951481323
Correct 0.9997322630279418
Wrong 0.9919325211948452
Correct 0.9999988527586581
Correct 0.9988643599278064
Correct 0.9908741179480582
Correct 0.9999557020111849
Correct 0.8933062515803463
Correct 0.9999998063873687
Correct 0.9996305285214034
Correct 0.9998461757121692
Correct 0.9998203128156763
Correct 0.9999924157887603
Correct 0.9989340558225395
Correct 0.9998905026252752
Correct 0.9999998063873687
Correct 0.9999685755197594
Correct 0.9999981375378344
Unparseable 0
Correct 0.9998254376677772
Correct 0.9886654980162666
Correct 0.9996642365811576
Correct 0.9999737011318213
Correct 0.8397308963160555
Correct 0.9999989719621284
Correct 0.9999996871837189
Correct 0.9999995679800934
Wrong 0.718593535721009
Correct 0.9971102660422811
Correct 0.9566292865046977
Wrong 0.9871770852127287
Correct 0.9985873098874393
Wrong 0.9999998063873687
Wrong 0.9999185128062618
Correct 0.9893441347980683
Correct 0.9996638791012905
Correct 0.8397332391685245
Correct 0.9999884821053314
Correct 0.9993330586343296
Correct 0.9999243533313535
Correct 0.9999939654258081
Correct 0.992183479129634
Correct 0.9999995679800934
Correct 0.9999992103693117
Correct 0.9998026776706121
Correct 0.9999596355646657
Correct 0.999999091165773
Wrong 0.9999996871837189
Wrong 0.9678978985240257
Correct 0.8519513540230073
Correct 0.9999998063873687
Correct 0.82671159597365
Correct 0.9854914413533807
Correct 0.9999868132749457
Correct 0.999830324176571
Correct 0.998829748179347
Correct 0.9999950382530095
Correct 0.9196375536379912
Correct 0.999996945503965
Correct 0.9999978991308068
Correct 0.9740403958704423
Correct 0.9995953880475026
Wrong 0.973238602814406
Correct 0.9999813299942867
Correct 0.9999956342685299
Correct 0.99999861435166
Wrong 0.9669134665864066
Correct 0.9999989719621284
Correct 0.9999989719621284
Correct 0.9999995679800934
Correct 0.6297382009567309
Correct 0.9999996871837189
Correct 0.9995121275284962
Correct 0.998045564102024
Correct 0.9999983759447187
Correct 0.6224587175693655
Correct 0.9999988527586581
Correct 0.9993529415826461
Correct 0.9962918462457461
Correct 0.9399106259640578
Wrong 0.8354694972427752
Correct 0.9999926541946805
Correct 0.9999995679800934
Correct 0.9993922248701739
Correct 0.9999088581436714
Correct 0.9999965878943212
Correct 0.9999996871837189
Correct 0.9995646574190928
Correct 0.9999996871837189
Wrong 0.9999686947220204
